RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,PCT FAIRWAYS HIT,FAIRWAYS HIT,POSSIBLE FAIRWAYS,YEAR
52,51,"Ted Potter, Jr.",77,64.18,654,"1,019",2012
53,,Henrik Stenson,51,64.13,422,658,2012
54,52,K.J. Choi,71,64.08,628,980,2012
55,53,Tiger Woods,69,63.93,599,937,2012
56,55,Bill Haas,79,63.62,696,"1,094",2012
57,56,Alexandre Rocha,62,63.47,497,783,2012
58,57,Brendan Steele,77,63.44,649,"1,023",2012
59,59,Brendon de Jonge,115,63.42,983,"1,550",2012
60,62,Nick O'Hern,78,63.34,653,"1,031",2012
61,58,Steve Stricker,73,63.31,623,984,2012
62,61,David Mathis,83,63.22,679,"1,074",2012
63,60,J.J. Henry,93,63.18,748,"1,184",2012
64,63,Rod Pampling,88,62.72,700,"1,116",2012
65,70,Kyle Thompson,51,62.65,411,656,2012
66,66,Brandt Jobe,57,62.48,463,741,2012
67,67,Louis Oosthuizen,65,62.41,548,878,2012
68,65,Steve Wheatcroft,56,62.37,436,699,2012
69,68,Pat Perez,81,62.33,685,"1,099",2012
70,69,Johnson Wagner,88,62.32,769,"1,234",2012
71,75,Chris Stroud,86,62.31,749,"1,202",2012
72,71,David Hearn,95,62.25,826,"1,327",2012
73,72,Charley Hoffman,88,62.23,763,"1,226",2012
74,64,Rocco Mediate,70,62.22,555,892,2012
75,94,Roland Thatcher,55,62.19,426,685,2012
76,73,Lee Westwood,60,62.17,470,756,2012
77,T79,Brian Gay,91,62.1,752,"1,211",2012
T78,76,Geoff Ogilvy,73,62.01,622,"1,003",2012
T78,81,Camilo Villegas,79,62.01,666,"1,074",2012
80,77,Greg Chalmers,88,62,752,"1,213",2012
81,T79,Daniel Summerhays,81,61.93,667,"1,077",2012
82,78,Jeff Overton,101,61.91,837,"1,352",2012
83,82,Stephen Ames,54,61.88,448,724,2012
84,84,Hunter Haas,69,61.82,544,880,2012
85,74,Kyle Reifers,86,61.7,704,"1,141",2012
86,86,Cameron Beckman,81,61.67,663,"1,075",2012
T87,96,Charlie Wi,86,61.65,738,"1,197",2012
T87,87,Keegan Bradley,90,61.65,762,"1,236",2012
89,T89,Kevin Streelman,89,61.63,747,"1,212",2012
90,88,Vijay Singh,99,61.62,851,"1,381",2012
91,T89,Bryce Molder,83,61.59,680,"1,104",2012
92,91,Webb Simpson,77,61.47,654,"1,064",2012
93,92,Charl Schwartzel,56,61.41,463,754,2012
94,98,Dicky Pride,62,61.38,464,756,2012
95,85,D.J. Trahan,73,61.33,590,962,2012
96,93,Josh Teater,97,61.3,795,"1,297",2012
97,103,Tom Pernice Jr.,62,61.26,495,808,2012
98,97,Sergio Garcia,57,61.15,477,780,2012
99,T99,George McNeill,85,61.14,689,"1,127",2012
100,95,Arjun Atwal,79,61.12,621,"1,016",2012
101,83,Kevin Kisner,69,61.1,520,851,2012
102,T99,Y.E. Yang,64,61.06,530,868,2012
103,102,Rory Sabbatini,84,61.04,716,"1,173",2012
104,110,Matt Every,80,60.89,646,"1,061",2012
105,105,Bob Estes,78,60.72,660,"1,087",2012
106,T114,Vaughn Taylor,81,60.59,635,"1,048",2012
107,113,William McGirt,96,60.58,776,"1,281",2012
108,104,Billy Hurley III,70,60.56,559,923,2012
109,106,Brandt Snedeker,81,60.5,657,"1,086",2012
110,107,Graham DeLaet,79,60.36,632,"1,047",2012
111,101,Justin Leonard,79,60.34,630,"1,044",2012
112,T108,Bud Cauley,99,60.33,832,"1,379",2012
113,T108,Scott Brown,65,60.22,495,822,2012
114,116,Chad Campbell,84,60.19,706,"1,173",2012
115,111,Greg Owen,90,60.16,755,"1,255",2012
116,126,Patrick Sheehan,58,60.11,437,727,2012
117,112,Garth Mulroy,59,60.1,479,797,2012
118,T119,Sean O'Hair,84,59.98,706,"1,177",2012
119,T114,Tim Herron,88,59.93,736,"1,228",2012
120,118,Padraig Harrington,67,59.86,525,877,2012
T121,T119,Trevor Immelman,76,59.7,634,"1,062",2012
T121,129,Chris Kirk,93,59.7,745,"1,248",2012
123,121,Adam Scott,59,59.61,484,812,2012
124,122,Kyle Stanley,86,59.49,699,"1,175",2012
125,117,Harris English,98,59.47,813,"1,367",2012
126,123,Michael Thompson,80,59.43,662,"1,114",2012
T127,125,Seung-Yul Noh,105,59.34,804,"1,355",2012
T127,127,Robert Allenby,76,59.34,629,"1,060",2012
129,128,Martin Laird,77,59.16,604,"1,021",2012
130,133,Davis Love III,64,59.11,529,895,2012
131,136,Bill Lunde,83,59.1,617,"1,044",2012
132,134,Nathan Green,73,58.97,536,909,2012
133,130,Jonas Blixt,72,58.9,576,978,2012
134,131,Nick Watney,97,58.86,774,"1,315",2012
135,132,Bubba Watson,68,58.84,546,928,2012
136,124,Brendon Todd,78,58.77,573,975,2012
137,135,Bobby Gates,87,58.6,678,"1,157",2012
138,137,Erik Compton,81,58.33,595,"1,020",2012
139,140,Charlie Beljan,61,58.19,430,739,2012
T140,139,Scott Stallings,78,58.1,635,"1,093",2012
T140,141,Ricky Barnes,92,58.1,714,"1,229",2012
142,142,Sangmoon Bae,81,58.08,622,"1,071",2012
143,145,Freddie Jacobson,61,57.98,487,840,2012
144,144,Ryan Palmer,81,57.95,656,"1,132",2012
T145,146,Jonathan Byrd,69,57.88,551,952,2012
T145,138,Miguel Angel Carballo,73,57.88,525,907,2012
147,143,Mathew Goggin,65,57.86,493,852,2012
148,147,Carl Pettersson,92,57.63,740,"1,284",2012
149,148,Sung Kang,75,57.53,569,989,2012
150,153,Danny Lee,74,57.44,529,921,2012
151,150,Spencer Levin,81,57.3,632,"1,103",2012
152,149,Tommy Biershenk,74,57.22,543,949,2012
153,151,Ángel Cabrera,54,57.02,398,698,2012
154,152,Kevin Chappell,91,56.73,687,"1,211",2012
155,154,Ernie Els,80,56.71,617,"1,088",2012
156,155,Rory McIlroy,60,56.61,428,756,2012
157,159,Robert Garrigus,89,56.58,701,"1,239",2012
158,156,Dustin Johnson,70,56.3,527,936,2012
159,161,Ryuji Imada,78,56.13,595,"1,060",2012
160,162,J.J. Killeen,101,56.09,728,"1,298",2012
161,157,Scott Piercy,95,56.06,745,"1,329",2012
162,164,Marco Dawson,60,56.04,422,753,2012
163,163,Edward Loar,59,56.01,415,741,2012
164,160,John Daly,50,55.78,357,640,2012
165,165,Tommy Gainey,98,55.63,761,"1,368",2012
166,167,Matt Jones,53,55.49,379,683,2012
167,158,Robert Karlsson,54,55.22,402,728,2012
168,166,Marc Leishman,84,55.2,647,"1,172",2012
169,169,Andres Romero,68,54.9,459,836,2012
170,170,Harrison Frazar,56,54.68,415,759,2012
171,175,Charles Howell III,98,54.6,748,"1,370",2012
172,168,Gary Woodland,70,54.55,527,966,2012
173,171,J.B. Holmes,90,54.4,624,"1,147",2012
174,173,Phil Mickelson,79,54.31,599,"1,103",2012
175,174,Aaron Baddeley,73,54.3,549,"1,011",2012
176,172,Jason Kokrak,79,53.92,564,"1,046",2012
177,176,Martin Flores,95,53.58,696,"1,299",2012
178,180,Stewart Cink,71,53.43,499,934,2012
179,177,Ryo Ishikawa,54,53.28,357,670,2012
180,178,Jhonattan Vegas,77,53.09,558,"1,051",2012
181,179,Jimmy Walker,101,52.74,742,"1,407",2012
182,184,Troy Matteson,100,52.67,690,"1,310",2012
183,181,Troy Kelly,68,52.6,455,865,2012
184,183,Jason Day,57,52.48,402,766,2012
185,185,Matt Bettencourt,80,52.29,525,"1,004",2012
186,188,Mark Anderson,75,52.23,504,965,2012
187,186,Derek Lamely,64,52.08,450,864,2012
188,182,Michael Bradley,63,51.88,428,825,2012
189,187,James Driscoll,83,51.32,564,"1,099",2012
190,189,Stephen Gangluff,57,49.93,356,713,2012
191,190,Daniel Chopra,55,47.27,337,713,2012
1,1,Joe Durant,71,75.65,727,961,2011
2,2,Heath Slocum,89,74.92,923,"1,232",2011
3,3,Jerry Kelly,85,73.3,818,"1,116",2011
4,4,Brian Gay,90,72.77,871,"1,197",2011
5,6,Ben Curtis,66,71.91,663,922,2011
6,5,David Toms,78,71.82,739,"1,029",2011
7,7,Nick O'Hern,89,71.67,850,"1,186",2011
8,8,Zach Johnson,79,71.06,776,"1,092",2011
9,11,Billy Mayfair,94,70.41,885,"1,257",2011
10,9,Brian Davis,105,70.33,"1,029","1,463",2011
11,12,Aron Price,58,70.29,511,727,2011
12,10,Chris Riley,76,70.19,704,"1,003",2011
13,13,Justin Hicks,60,69.88,508,727,2011
14,14,Steve Elkington,50,69.58,485,697,2011
15,16,Paul Goydos,81,69,779,"1,129",2011
16,15,Rocco Mediate,53,68.91,512,743,2011
17,21,Briny Baird,60,68.74,519,755,2011
18,17,Jim Furyk,87,68,818,"1,203",2011
19,25,Garrett Willis,71,67.85,652,961,2011
20,20,Mark Wilson,89,67.63,819,"1,211",2011
21,22,Jason Bohn,74,67.48,664,984,2011
22,18,Stephen Ames,69,67.44,611,906,2011
23,23,Johnson Wagner,81,67.35,724,"1,075",2011
24,24,Chez Reavie,92,67.32,863,"1,282",2011
25,19,John Merrick,71,67.31,593,881,2011
26,26,Ben Crane,76,67.06,688,"1,026",2011
27,27,Shane Bertsch,62,67.05,525,783,2011
28,T32,John Rollins,85,66.84,772,"1,155",2011
T29,41,David Mathis,83,66.82,719,"1,076",2011
T29,40,John Senden,94,66.82,876,"1,311",2011
31,30,Boo Weekley,66,66.74,578,866,2011
32,28,Rod Pampling,72,66.7,597,895,2011
33,T37,Chris DiMarco,93,66.67,828,"1,242",2011
34,31,Bryce Molder,82,66.46,741,"1,115",2011
35,35,D.A. Points,89,66.45,826,"1,243",2011
36,29,J.J. Henry,96,66.43,851,"1,281",2011
37,T32,Alex Cejka,59,66.42,544,819,2011
38,36,Graeme McDowell,50,66.31,439,662,2011
39,T37,Billy Horschel,75,66.22,637,962,2011
40,39,Woody Austin,59,66.21,488,737,2011
41,46,Kent Jones,76,66.13,654,989,2011
42,34,Colt Knost,80,66.02,682,"1,033",2011
43,43,Brandt Jobe,100,65.87,882,"1,339",2011
44,42,Jason Dufner,78,65.81,714,"1,085",2011
T45,45,Michael Connell,76,65.79,698,"1,061",2011
T45,44,Blake Adams,116,65.79,"1,027","1,561",2011
47,49,Justin Leonard,82,65.29,745,"1,141",2011
48,47,Dean Wilson,62,65.27,562,861,2011
49,48,Chris Couch,73,64.96,660,"1,016",2011
50,50,Brendan Steele,89,64.83,787,"1,214",2011
51,T51,Ian Poulter,52,64.76,465,718,2011
52,53,Matt Kuchar,94,64.75,799,"1,234",2011
53,54,Tim Petrovic,88,64.73,758,"1,171",2011
54,T51,Scott McCarron,65,64.63,550,851,2011
55,57,Matt McQuillan,59,64.45,495,768,2011
56,56,J.P. Hayes,56,64.36,484,752,2011
57,62,Luke Donald,73,64.29,603,938,2011
58,T65,Vaughn Taylor,89,64.22,797,"1,241",2011
59,58,Tom Gillis,55,64.11,493,769,2011
60,59,Brendon de Jonge,105,64.04,901,"1,407",2011
61,60,Brandt Snedeker,85,64.02,758,"1,184",2011
62,61,Adam Scott,60,63.98,531,830,2011
63,55,Rich Beem,53,63.87,472,739,2011
64,T69,Hunter Haas,96,63.76,818,"1,283",2011
65,68,Kevin Streelman,90,63.72,801,"1,257",2011
66,67,Pat Perez,76,63.64,674,"1,059",2011
T67,T69,Bill Haas,93,63.59,819,"1,288",2011
T67,T69,Bo Van Pelt,92,63.59,800,"1,258",2011
69,64,Spencer Levin,113,63.53,965,"1,519",2011
70,T65,Richard Johnson,64,63.46,514,810,2011
71,77,Ben Martin,74,63.43,621,979,2011
72,74,David Hearn,88,63.36,709,"1,119",2011
73,72,Chad Campbell,99,63.31,856,"1,352",2011
74,73,Justin Rose,79,63.27,682,"1,078",2011
75,83,Kevin Stadler,88,63.25,704,"1,113",2011
76,82,Kris Blanks,92,63.11,792,"1,255",2011
77,75,Ryan Moore,79,63.1,660,"1,046",2011
78,81,Fabián Gómez,84,63.08,668,"1,059",2011
79,76,Lee Janzen,62,63.04,493,782,2011
80,84,Marc Turnesa,54,62.93,455,723,2011
81,78,Robert Allenby,84,62.91,731,"1,162",2011
82,79,Geoff Ogilvy,69,62.89,578,919,2011
83,80,Hunter Mahan,92,62.85,785,"1,249",2011
84,86,Daniel Summerhays,75,62.83,639,"1,017",2011
85,85,Steve Stricker,70,62.47,606,970,2011
86,89,Greg Chalmers,88,62.42,749,"1,200",2011
87,87,Carl Pettersson,95,62.29,811,"1,302",2011
T88,88,Y.E. Yang,63,62.23,514,826,2011
T88,113,Alexandre Rocha,65,62.23,496,797,2011
90,90,Troy Merritt,63,62.04,528,851,2011
91,91,K.J. Choi,77,61.99,649,"1,047",2011
92,92,Webb Simpson,98,61.93,846,"1,366",2011
93,103,Sung Kang,63,61.82,510,825,2011
94,98,Trevor Immelman,84,61.74,723,"1,171",2011
95,93,Charl Schwartzel,58,61.73,484,784,2011
96,94,Keegan Bradley,91,61.5,746,"1,213",2011
97,107,Andres Gonzales,60,61.49,447,727,2011
98,95,Josh Teater,104,61.48,841,"1,368",2011
99,,Retief Goosen,50,61.44,419,682,2011
100,96,Steve Flesch,88,61.43,720,"1,172",2011
101,104,Charlie Wi,83,61.35,711,"1,159",2011
102,115,Roland Thatcher,67,61.16,570,932,2011
103,97,Bill Lunde,92,61.11,751,"1,229",2011
T104,T99,Lucas Glover,74,61.05,630,"1,032",2011
T104,T99,Cameron Beckman,71,61.05,572,937,2011
106,109,Cameron Tringale,110,60.99,902,"1,479",2011
T107,101,Nate Smith,66,60.98,511,838,2011
T107,102,Steve Marino,76,60.98,647,"1,061",2011
109,106,Kevin Kisner,70,60.96,545,894,2011
110,105,Freddie Jacobson,92,60.82,714,"1,174",2011
111,110,William McGirt,103,60.78,840,"1,382",2011
112,118,Jeff Overton,92,60.46,769,"1,272",2011
113,108,Ryuji Imada,83,60.36,699,"1,158",2011
114,111,Charley Hoffman,93,60.34,776,"1,286",2011
115,112,Jonathan Byrd,83,60.33,692,"1,147",2011
116,114,Michael Thompson,79,60.14,614,"1,021",2011
T117,117,Bobby Gates,82,60.1,619,"1,030",2011
T117,116,Ernie Els,71,60.1,583,970,2011
119,119,Chris Stroud,88,60.03,703,"1,171",2011
120,122,George McNeill,69,59.95,509,849,2011
121,120,D.J. Trahan,91,59.81,759,"1,269",2011
122,121,Vijay Singh,79,59.67,657,"1,101",2011
123,T125,Joseph Bramlett,73,59.54,540,907,2011
124,123,Kyle Stanley,98,59.52,747,"1,255",2011
125,124,Davis Love III,70,59.45,582,979,2011
126,127,Nathan Green,81,59.44,639,"1,075",2011
127,130,Jim Renner,65,59.1,471,797,2011
128,T136,Paul Stankowski,78,59.05,594,"1,006",2011
129,129,Kevin Chappell,78,59,593,"1,005",2011
130,T125,Tommy Gainey,104,58.97,822,"1,394",2011
131,133,Jarrod Lyle,83,58.86,648,"1,101",2011
132,128,Troy Matteson,91,58.83,713,"1,212",2011
133,131,Ricky Barnes,78,58.55,637,"1,088",2011
134,132,Martin Laird,77,58.51,619,"1,058",2011
135,134,Stuart Appleby,65,58.2,529,909,2011
136,135,Nick Watney,80,58.15,624,"1,073",2011
137,139,Gary Woodland,93,58.07,752,"1,295",2011
138,141,Scott Gutschewski,67,58.06,479,825,2011
139,T136,Sergio Garcia,61,58,493,850,2011
140,138,Camilo Villegas,69,57.98,552,952,2011
141,140,Andres Romero,77,57.8,604,"1,045",2011
142,143,Kevin Na,84,57.66,674,"1,169",2011
143,146,Charles Howell III,108,57.51,835,"1,452",2011
144,,Will Strickler,51,57.38,377,657,2011
145,144,Alex Prugh,82,57.35,624,"1,088",2011
146,148,Tim Herron,85,57.29,648,"1,131",2011
147,147,Dustin Johnson,72,57.17,570,997,2011
148,142,Zack Miller,86,57.06,651,"1,141",2011
149,T155,Michael Bradley,74,57.03,556,975,2011
150,145,Tag Ridings,87,56.99,644,"1,130",2011
151,151,Jim Herman,69,56.98,486,853,2011
152,150,Bubba Watson,85,56.92,629,"1,105",2011
153,159,Scott Stallings,84,56.91,618,"1,086",2011
154,158,Scott Piercy,78,56.81,588,"1,035",2011
155,152,Robert Karlsson,61,56.78,469,826,2011
156,153,Rory Sabbatini,85,56.74,640,"1,128",2011
157,154,Rickie Fowler,84,56.7,643,"1,134",2011
158,149,Joe Ogilvie,75,56.62,530,936,2011
159,T155,Stewart Cink,72,56.58,520,919,2011
160,160,Matt Bettencourt,84,56.51,664,"1,175",2011
161,157,Chris Kirk,87,56.47,685,"1,213",2011
162,T161,Arjun Atwal,91,56.31,718,"1,275",2011
163,166,James Driscoll,71,55.79,506,907,2011
164,T161,Sean O'Hair,71,55.78,545,977,2011
165,163,Shaun Micheel,77,55.71,566,"1,016",2011
166,164,Aaron Baddeley,77,55.67,584,"1,049",2011
167,167,Matt Jones,71,55.52,548,987,2011
168,165,D.J. Brigman,67,55.27,456,825,2011
169,168,Steven Bowditch,86,55.12,630,"1,143",2011
170,169,Ángel Cabrera,50,54.97,354,644,2011
171,170,Michael Putnam,67,54.72,481,879,2011
172,171,Jason Day,76,54.7,559,"1,022",2011
173,172,Jhonattan Vegas,84,54.65,611,"1,118",2011
174,173,Marc Leishman,87,54.41,660,"1,213",2011
175,174,Martin Piller,63,54,445,824,2011
176,176,Ryan Palmer,82,53.76,601,"1,118",2011
177,178,Phil Mickelson,79,53.2,573,"1,077",2011
178,179,Jimmy Walker,79,53.13,586,"1,103",2011
179,180,Padraig Harrington,60,52.98,436,823,2011
180,181,Robert Garrigus,83,52.97,616,"1,163",2011
181,185,Bio Kim,71,52.87,479,906,2011
182,182,J.B. Holmes,57,52.09,386,741,2011
183,183,David Duval,67,51.88,484,933,2011
184,184,Harrison Frazar,58,51.49,416,808,2011
185,186,Derek Lamely,65,50.57,446,882,2011
186,187,Anthony Kim,72,46.99,469,998,2011
1,2,Omar Uresti,74,76.08,719,945,2010
2,1,Joe Durant,67,75.94,644,848,2010
3,3,Brian Gay,101,74,"1,016","1,373",2010
4,4,Tim Clark,88,73.72,875,"1,187",2010
5,5,Craig Bowden,56,72.86,518,711,2010
6,6,Heath Slocum,97,72.42,948,"1,309",2010
7,7,David Toms,86,71.88,851,"1,184",2010
8,8,Zach Johnson,93,71.24,914,"1,283",2010
9,9,Ben Crane,85,71.13,818,"1,150",2010
10,10,Jim Furyk,76,71.01,735,"1,035",2010
11,11,Richard Johnson,90,70.92,817,"1,152",2010
12,12,Paul Goydos,78,70.58,770,"1,091",2010
13,15,Jerry Kelly,99,70.5,939,"1,332",2010
14,14,Garrett Willis,82,70.44,765,"1,086",2010
15,20,Jeff Quinney,91,70.34,849,"1,207",2010
16,13,Alex Cejka,81,70.31,772,"1,098",2010
17,16,Billy Mayfair,78,70.29,686,976,2010
18,T18,Chris DiMarco,88,70.13,817,"1,165",2010
19,T22,Ben Curtis,78,70.07,768,"1,096",2010
20,21,Jay Williamson,76,69.87,661,946,2010
21,T18,Skip Kendall,58,69.63,486,698,2010
22,17,Justin Leonard,89,69.46,855,"1,231",2010
23,T22,John Mallinger,78,69.34,735,"1,060",2010
24,24,Jason Dufner,87,69.24,842,"1,216",2010
25,25,Chad Campbell,94,69.01,895,"1,297",2010
26,28,Mark Wilson,87,68.85,798,"1,159",2010
27,29,Chris Riley,73,68.7,641,933,2010
28,,Cliff Kresge,50,68.59,439,640,2010
29,26,Tom Gillis,97,68.54,926,"1,351",2010
30,27,Steve Stricker,73,68.5,696,"1,016",2010
31,30,Brian Davis,101,68.35,961,"1,406",2010
32,T31,Rocco Mediate,71,68.27,654,958,2010
33,T31,Vaughn Taylor,87,68.26,828,"1,213",2010
34,33,Scott Verplank,74,68.16,700,"1,027",2010
35,34,Steve Elkington,74,68.01,640,941,2010
T36,T35,Kenny Perry,69,67.99,650,956,2010
T36,T35,Ryan Moore,80,67.99,754,"1,109",2010
38,37,Hunter Mahan,85,67.94,801,"1,179",2010
39,38,Matt Kuchar,97,67.89,907,"1,336",2010
40,44,Jeff Maggert,76,67.55,639,946,2010
T41,39,Tim Petrovic,105,67.37,989,"1,468",2010
T41,48,Dean Wilson,54,67.37,450,668,2010
43,42,Scott McCarron,90,67.36,842,"1,250",2010
44,41,Brent Delahoussaye,57,67.28,477,709,2010
45,45,Aron Price,70,67.23,601,894,2010
46,49,John Senden,103,67.22,970,"1,443",2010
47,46,Boo Weekley,88,67.14,750,"1,117",2010
48,40,Tom Pernice Jr.,74,66.95,622,929,2010
T49,50,Kevin Sutherland,86,66.89,798,"1,193",2010
T49,43,Jason Bohn,84,66.89,782,"1,169",2010
51,51,Kris Blanks,91,66.87,773,"1,156",2010
52,52,Blake Adams,84,66.84,762,"1,140",2010
53,53,John Merrick,109,66.71,942,"1,412",2010
54,56,Woody Austin,93,66.48,823,"1,238",2010
55,54,Stephen Ames,75,66.47,686,"1,032",2010
56,55,Kevin Na,94,66.46,864,"1,300",2010
57,57,Will MacKenzie,72,66.33,666,"1,004",2010
58,47,Justin Bolli,55,66.28,452,682,2010
59,63,Steve Flesch,78,66.02,678,"1,027",2010
60,60,K.J. Choi,82,65.99,720,"1,091",2010
61,T70,Charles Warren,64,65.93,534,810,2010
62,58,Chris Couch,66,65.87,606,920,2010
63,61,James Nitties,92,65.69,785,"1,195",2010
64,62,Kevin Streelman,90,65.64,787,"1,199",2010
65,66,Brendon de Jonge,114,65.51,965,"1,473",2010
T66,69,Briny Baird,87,65.45,756,"1,155",2010
T66,64,Rod Pampling,77,65.45,701,"1,071",2010
68,59,Paul Stankowski,62,65.38,493,754,2010
69,74,Mathew Goggin,85,65.24,775,"1,188",2010
T70,65,Pat Perez,90,65.23,820,"1,257",2010
T70,67,Bo Van Pelt,104,65.23,953,"1,461",2010
72,68,Justin Rose,78,65.17,711,"1,091",2010
73,73,Spencer Levin,110,65.12,924,"1,419",2010
74,72,J.J. Henry,92,65.07,760,"1,168",2010
75,T70,J.P. Hayes,79,64.91,677,"1,043",2010
76,75,Retief Goosen,75,64.79,646,997,2010
77,76,Robert Allenby,76,64.75,676,"1,044",2010
T78,79,Henrik Bjornstad,72,64.74,595,919,2010
T78,77,Graham DeLaet,88,64.74,740,"1,143",2010
80,81,John Rollins,81,64.58,733,"1,135",2010
81,80,D.A. Points,90,64.52,811,"1,257",2010
82,82,Y.E. Yang,72,64.31,638,992,2010
83,78,Mathias Grönberg,61,64.28,493,767,2010
84,83,Brandt Snedeker,89,64.27,795,"1,237",2010
85,93,Davis Love III,79,64.2,712,"1,109",2010
T86,91,Charlie Wi,95,64.19,848,"1,321",2010
T86,87,Rickie Fowler,98,64.19,882,"1,374",2010
88,85,Bill Haas,87,64.17,779,"1,214",2010
89,86,Steve Wheatcroft,74,64.12,588,917,2010
90,89,Trevor Immelman,55,64.07,494,771,2010
91,84,Nicholas Thompson,88,64.04,748,"1,168",2010
T92,90,Sean O'Hair,84,63.98,739,"1,155",2010
T92,92,Stewart Cink,84,63.98,723,"1,130",2010
94,88,Kevin Johnson,62,63.85,498,780,2010
95,94,Sergio Garcia,58,63.75,466,731,2010
96,95,Cameron Beckman,68,63.72,569,893,2010
97,96,Josh Teater,101,63.69,877,"1,377",2010
98,T101,Michael Letzig,84,63.47,742,"1,169",2010
T99,98,Jarrod Lyle,54,63.4,407,642,2010
T99,T99,Michael Connell,89,63.4,717,"1,131",2010
101,T99,Michael Sim,64,63.35,560,884,2010
102,T110,Vijay Singh,75,63.28,660,"1,043",2010
103,T101,Bryce Molder,84,63.16,703,"1,113",2010
104,103,Ryuji Imada,90,63.11,792,"1,255",2010
105,T104,Brian Stuard,81,63.09,658,"1,043",2010
106,97,Chris Tidland,77,63.08,644,"1,021",2010
107,T108,Chris Stroud,90,62.98,718,"1,140",2010
T108,T104,Kevin Stadler,86,62.96,685,"1,088",2010
T108,118,Jeff Gove,57,62.96,447,710,2010
110,106,Adam Scott,70,62.93,601,955,2010
111,107,Lucas Glover,75,62.84,656,"1,044",2010
112,T108,Carl Pettersson,99,62.82,794,"1,264",2010
113,T110,Ian Poulter,55,62.72,434,692,2010
114,117,Shaun Micheel,70,62.67,544,868,2010
115,112,Rory McIlroy,54,62.64,461,736,2010
116,113,Nick Watney,91,62.63,776,"1,239",2010
117,114,Johnson Wagner,85,62.59,706,"1,128",2010
118,120,Roger Tambellini,77,62.57,600,959,2010
119,125,Greg Kraft,52,62.5,400,640,2010
120,115,Luke Donald,71,62.36,593,951,2010
121,122,Mark Calcavecchia,50,62.18,370,595,2010
122,119,Freddie Jacobson,83,62.16,721,"1,160",2010
123,116,Matt Every,60,62.06,499,804,2010
124,130,Steve Marino,81,61.96,707,"1,141",2010
125,121,Steve Lowery,67,61.9,541,874,2010
T126,T123,Camilo Villegas,78,61.66,624,"1,012",2010
T126,T123,Jerod Turner,54,61.66,394,639,2010
128,126,Charley Hoffman,85,61.59,712,"1,156",2010
129,127,Jonathan Byrd,85,61.54,728,"1,183",2010
130,128,Greg Owen,69,61.46,590,960,2010
131,T131,Andrew McLardy,52,61.43,411,669,2010
132,133,Bob Estes,79,61.41,673,"1,096",2010
133,129,D.J. Trahan,92,61.4,789,"1,285",2010
134,T131,Paul Casey,64,61.31,504,822,2010
135,134,Nathan Green,86,61,732,"1,200",2010
136,135,Jeev Milkha Singh,59,60.94,440,722,2010
137,137,Bill Lunde,79,60.71,632,"1,041",2010
138,136,Garth Mulroy,53,60.7,414,682,2010
139,138,Ted Purdy,86,60.61,691,"1,140",2010
140,145,Webb Simpson,98,60.47,823,"1,361",2010
141,139,Michael Bradley,77,60.37,617,"1,022",2010
142,T143,Troy Matteson,84,60.36,711,"1,178",2010
143,146,Rory Sabbatini,79,60.28,642,"1,065",2010
T144,T140,Chad Collins,87,60.27,663,"1,100",2010
T144,T140,Martin Laird,91,60.27,769,"1,276",2010
146,142,Brett Quigley,96,60.26,796,"1,321",2010
147,T143,Ernie Els,72,60.16,592,984,2010
148,148,Roland Thatcher,72,60.04,601,"1,001",2010
149,152,Chris Wilson,65,59.93,492,821,2010
150,149,Lee Janzen,77,59.91,641,"1,070",2010
151,147,Greg Chalmers,93,59.8,772,"1,291",2010
152,150,Stuart Appleby,101,59.75,824,"1,379",2010
153,151,Brad Faxon,58,59.47,446,750,2010
154,153,Troy Merritt,86,59.37,694,"1,169",2010
155,154,Joe Ogilvie,99,59.32,767,"1,293",2010
156,155,Cameron Percy,73,58.93,561,952,2010
157,T159,Cameron Tringale,55,58.71,401,683,2010
158,156,Alex Prugh,88,58.4,699,"1,197",2010
T159,T157,Marc Leishman,87,58.37,715,"1,225",2010
T159,T157,Ricky Barnes,103,58.37,840,"1,439",2010
161,161,Geoff Ogilvy,62,57.94,489,844,2010
162,T159,Brett Wetterich,54,57.82,436,754,2010
163,162,Jason Day,82,57.78,665,"1,151",2010
164,171,Ryan Palmer,84,57.23,669,"1,169",2010
165,165,Matt Bettencourt,91,57.16,659,"1,153",2010
166,163,David Duval,71,57.08,548,960,2010
167,166,Matt Jones,89,57.07,706,"1,237",2010
168,164,James Driscoll,78,56.96,618,"1,085",2010
169,168,Padraig Harrington,57,56.7,444,783,2010
170,169,Aaron Baddeley,94,56.65,741,"1,308",2010
171,167,David Lutterus,69,56.61,497,878,2010
172,170,Dustin Johnson,83,56.35,652,"1,157",2010
173,173,Scott Piercy,88,56.03,688,"1,228",2010
174,172,Vance Veazey,58,55.88,404,723,2010
175,177,Robert Garrigus,71,55.73,506,908,2010
176,174,Bubba Watson,77,55.67,599,"1,076",2010
177,175,Jeff Overton,89,55.44,662,"1,194",2010
178,176,Andres Romero,73,55.05,561,"1,019",2010
179,182,Brenden Pappas,66,54.94,473,861,2010
180,181,Derek Lamely,81,54.84,572,"1,043",2010
181,178,Charles Howell III,103,54.58,751,"1,376",2010
182,179,Ángel Cabrera,64,54.49,485,890,2010
183,183,J.B. Holmes,100,54.45,764,"1,403",2010
