RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,PCT FAIRWAYS HIT,FAIRWAYS HIT,POSSIBLE FAIRWAYS,YEAR
97,98,Grant Waite,90,68.02,855,"1,257",1993
98,99,Ted Tryba,94,67.96,891,"1,311",1993
99,101,Billy Andrade,92,67.91,874,"1,287",1993
100,97,Chip Beck,88,67.88,837,"1,233",1993
101,102,Wayne Grady,52,67.81,495,730,1993
102,103,Gene Sauers,95,67.8,899,"1,326",1993
103,100,David Frost,73,67.74,693,"1,023",1993
104,104,Jimmy Johnston,69,67.64,650,961,1993
105,105,David Delong,52,67.5,486,720,1993
106,106,Robert Wrenn,81,67.49,762,"1,129",1993
107,T110,Nolan Henke,93,67.44,876,"1,299",1993
108,107,Mike Donald,92,67.42,865,"1,283",1993
T109,T108,Jim Thorpe,56,67.39,525,779,1993
T109,T108,Howard Twitty,92,67.39,866,"1,285",1993
111,T110,Tom Lehman,95,67.34,895,"1,329",1993
112,112,Russell Beiersdorf,100,67.29,940,"1,397",1993
113,113,P.H. Horgan III,87,67.22,814,"1,211",1993
114,114,Joey Sindelar,71,67.17,663,987,1993
T115,T115,Bobby Wadkins,65,67.11,608,906,1993
T115,T115,Perry Moss,86,67.11,804,"1,198",1993
117,117,Dave Rummells,79,67.09,742,"1,106",1993
118,118,Billy Kratzert,52,67.08,485,723,1993
119,119,Jeff Cook,83,67.01,770,"1,149",1993
120,120,Kelly Gibson,102,66.97,955,"1,426",1993
121,121,Jeff Sluman,97,66.94,907,"1,355",1993
122,122,Jay Don Blake,79,66.79,722,"1,081",1993
123,123,Dick Mast,87,66.75,811,"1,215",1993
124,124,Mike Hulbert,100,66.6,933,"1,401",1993
125,125,Ken Green,60,66.46,547,823,1993
126,126,Ed Humenik,93,66.41,860,"1,295",1993
127,127,Tom Purtzer,56,66.37,517,779,1993
128,128,Brian Kamm,86,66.36,795,"1,198",1993
129,129,Steve Lowery,109,66.34,"1,011","1,524",1993
130,130,Steve Pate,89,66.13,824,"1,246",1993
131,131,Tommy Armour III,56,66.11,515,779,1993
132,132,Duffy Waldorf,80,66.1,741,"1,121",1993
133,133,Ted Schulz,95,65.96,876,"1,328",1993
134,135,Len Mattiace,78,65.69,714,"1,087",1993
135,136,David Toms,84,65.67,769,"1,171",1993
136,137,Willie Wood,78,65.66,715,"1,089",1993
137,138,Dudley Hart,91,65.45,828,"1,265",1993
138,139,Jodie Mudd,59,65.43,530,810,1993
139,134,Phil Mickelson,73,65.37,670,"1,025",1993
140,140,Tom Sieckmann,96,65.35,877,"1,342",1993
141,141,Mike Springer,82,65.29,745,"1,141",1993
142,142,Michael Allen,84,65.25,768,"1,177",1993
143,143,Greg Kraft,72,65.2,654,"1,003",1993
144,144,Dan Halldorson,79,65.19,719,"1,103",1993
145,145,Jim Hallet,90,65.13,818,"1,256",1993
146,146,Greg Twiggs,89,65.12,812,"1,247",1993
147,147,Lance Ten Broeck,97,65.04,880,"1,353",1993
148,148,Brad Bryant,101,65,908,"1,397",1993
149,149,Brad Faxon,85,64.93,772,"1,189",1993
150,150,Hal Sutton,85,64.85,773,"1,192",1993
151,151,Brad Fabel,82,64.74,740,"1,143",1993
152,152,Ronnie Black,88,64.66,794,"1,228",1993
153,153,Bill Murchison,54,64.58,485,751,1993
T154,154,Eddie Pearce,62,64.53,555,860,1993
T154,155,"Jim Gallagher, Jr.",89,64.53,804,"1,246",1993
156,156,Neale Smith,56,64.27,500,778,1993
157,157,Mike Standly,93,64.11,829,"1,293",1993
158,158,John Flannery,103,63.52,914,"1,439",1993
159,159,Davis Love III,100,63.17,885,"1,401",1993
160,160,Robin Freeman,86,63.16,756,"1,197",1993
161,161,Brett Ogle,56,63.12,493,781,1993
162,166,John Huston,112,63.06,990,"1,570",1993
163,162,Ben Crenshaw,71,63.03,629,998,1993
164,163,Bobby Clampett,54,62.98,473,751,1993
165,164,Trevor Dodds,82,62.97,721,"1,145",1993
166,165,JC Anderson,77,62.92,677,"1,076",1993
167,167,Neal Lancaster,100,62.74,874,"1,393",1993
168,168,Jim Woodward,51,62.68,440,702,1993
169,172,Mark Calcavecchia,95,62.43,831,"1,331",1993
170,169,Mark Lye,65,62.36,565,906,1993
171,170,Gary Hallberg,91,62.33,796,"1,277",1993
172,171,Steve Lamontagne,98,62.25,851,"1,367",1993
173,173,Jay Delsing,100,61.97,867,"1,399",1993
174,174,John Adams,92,61.91,798,"1,289",1993
175,175,Denis Watson,62,61.53,523,850,1993
176,176,Barry Cheesman,87,61.2,743,"1,214",1993
177,177,Massy Kuramoto,61,61.12,522,854,1993
178,178,Phil Blackmar,89,60.87,753,"1,237",1993
179,179,Fred Couples,71,60.44,602,996,1993
180,180,Greg Cesario,62,60.19,520,864,1993
181,181,Marco Dawson,105,59.63,873,"1,464",1993
182,182,John Daly,71,59.13,583,986,1993
183,183,David Jackson,87,58.86,714,"1,213",1993
184,184,Andy Bean,61,58.02,492,848,1993
185,185,John Elliott,77,57.13,613,"1,073",1993
186,186,Bob Tway,68,56.92,543,954,1993
187,187,Rick Dalpos,70,56.66,553,976,1993
188,188,Michael Bradley,79,55.2,610,"1,105",1993
189,189,Buddy Gardner,65,52.98,480,906,1993
1,1,Doug Tewell,76,82.33,871,"1,058",1992
2,2,Larry Mize,81,79.42,899,"1,132",1992
3,3,Mike Reid,77,79.38,851,"1,072",1992
4,4,Hale Irwin,65,79.32,721,909,1992
5,5,Fred Funk,109,78.95,"1,200","1,520",1992
6,6,Dillard Pruitt,91,77.94,989,"1,269",1992
7,7,Peter Persons,99,76.83,"1,061","1,381",1992
8,8,David Edwards,94,76.74,"1,006","1,311",1992
9,9,Fulton Allem,99,76.47,"1,053","1,377",1992
10,15,Corey Pavin,89,76.05,946,"1,244",1992
11,10,Brian Claar,99,76.01,"1,052","1,384",1992
12,11,Loren Roberts,102,75.95,"1,080","1,422",1992
13,12,Billy Mayfair,114,75.68,"1,201","1,587",1992
14,T13,D.A. Weibring,81,75.55,856,"1,133",1992
15,16,Hubert Green,50,75.47,526,697,1992
16,T13,Nick Price,99,75.45,"1,045","1,385",1992
17,18,Ed Fiori,97,75.26,995,"1,322",1992
18,17,Raymond Floyd,60,75.18,630,838,1992
19,19,Bob Lohr,89,75.04,929,"1,238",1992
20,20,Jeff Maggert,89,75,933,"1,244",1992
21,21,Bruce Fleisher,102,74.96,"1,066","1,422",1992
T22,T22,Michael Cunning,82,74.91,854,"1,140",1992
T22,T22,John Inman,98,74.91,"1,021","1,363",1992
24,29,Bruce Lietzke,66,74.89,692,924,1992
25,24,John Mahaffey,76,74.62,788,"1,056",1992
26,25,Kim Young,67,74.6,699,937,1992
27,26,David Canipe,78,74.42,803,"1,079",1992
28,27,Curtis Strange,60,74.37,624,839,1992
29,28,Ian Baker-Finch,60,74.29,624,840,1992
30,30,Jay Haas,104,74.07,"1,074","1,450",1992
31,31,Rick Fehr,85,73.9,875,"1,184",1992
32,33,Keith Clearwater,107,73.75,"1,093","1,482",1992
33,32,Richard Zokol,67,73.64,690,937,1992
34,34,Dicky Thompson,70,73.44,705,960,1992
35,35,Nolan Henke,86,73.39,880,"1,199",1992
36,38,Tom Kite,91,73.27,932,"1,272",1992
37,36,Bart Bryant,60,73.03,612,838,1992
38,37,Morris Hatalsky,75,73.01,763,"1,045",1992
39,43,Mark Brooks,107,72.99,"1,092","1,496",1992
40,39,Kirk Triplett,69,72.93,703,964,1992
41,40,Don Pooley,57,72.92,579,794,1992
42,41,Rocco Mediate,82,72.87,830,"1,139",1992
43,42,Wayne Grady,70,72.86,714,980,1992
44,44,Wayne Levi,83,72.75,841,"1,156",1992
45,49,Mark O'Meara,81,72.7,823,"1,132",1992
46,45,David Ogrin,80,72.66,808,"1,112",1992
47,46,Lanny Wadkins,87,72.62,883,"1,216",1992
48,47,Donnie Hammond,66,72.56,669,922,1992
49,51,Lee Janzen,104,72.55,"1,052","1,450",1992
50,48,Mark Carnevale,83,72.51,836,"1,153",1992
51,50,Peter Jacobsen,93,72.38,938,"1,296",1992
52,52,Tom Byrum,76,72.19,763,"1,057",1992
53,53,Scott Simpson,73,72.16,736,"1,020",1992
54,54,Tray Tyner,67,72.12,657,911,1992
55,55,Tony Sills,66,71.97,660,917,1992
56,56,Mike Donald,101,71.72,"1,007","1,404",1992
57,57,Gil Morgan,87,71.63,871,"1,216",1992
58,58,Sonny Skinner,73,71.6,726,"1,014",1992
59,59,Mark McCumber,81,71.57,803,"1,122",1992
60,60,Fuzzy Zoeller,62,71.48,619,866,1992
61,61,Larry Rinker,82,71.47,819,"1,146",1992
62,62,Bob Friend,97,71.39,963,"1,349",1992
63,63,Mike Smith,106,71.38,"1,055","1,478",1992
64,64,Tim Simpson,69,71.37,678,950,1992
65,65,Patrick Burke,90,71.35,884,"1,239",1992
66,66,Howard Twitty,85,71.05,837,"1,178",1992
67,67,Dan Pohl,60,70.88,594,838,1992
68,68,Ed Dougherty,108,70.84,"1,064","1,502",1992
69,69,Bob Gilder,94,70.81,929,"1,312",1992
70,74,"Jim Gallagher, Jr.",105,70.75,"1,040","1,470",1992
71,70,Steve Elkington,86,70.63,849,"1,202",1992
72,73,Paul Azinger,86,70.57,849,"1,203",1992
73,72,Robert Gamez,79,70.48,776,"1,101",1992
74,75,Joel Edwards,54,70.28,525,747,1992
75,76,Duffy Waldorf,86,70.13,843,"1,202",1992
76,78,David Frost,81,70.11,795,"1,134",1992
77,79,Steve Hart,90,69.92,874,"1,250",1992
78,80,Blaine McCallister,96,69.9,936,"1,339",1992
79,81,Scott Gump,111,69.81,"1,082","1,550",1992
T80,T82,Bill Britton,84,69.65,817,"1,173",1992
T80,T82,Olin Browne,90,69.65,872,"1,252",1992
82,77,Chip Beck,89,69.64,867,"1,245",1992
83,84,Dave Rummells,96,69.48,931,"1,340",1992
T84,T85,Emlyn Aubrey,72,69.43,695,"1,001",1992
T84,T85,Robert Wrenn,82,69.43,795,"1,145",1992
86,87,Jerry Anderson,87,69.26,838,"1,210",1992
87,88,Payne Stewart,82,69.03,789,"1,143",1992
88,89,Russ Cochran,96,69.02,927,"1,343",1992
89,90,Leonard Thompson,69,68.67,662,964,1992
90,91,Jim Hallet,112,68.46,"1,068","1,560",1992
91,92,Dave Barr,92,68.45,881,"1,287",1992
92,93,Billy Andrade,86,68.44,822,"1,201",1992
93,107,Craig Stadler,82,68.35,784,"1,147",1992
94,94,Dan Halldorson,86,68.34,818,"1,197",1992
95,95,Ken Green,87,68.33,824,"1,206",1992
96,96,Bob Estes,89,68.3,849,"1,243",1992
97,97,Mike Hulbert,110,68.19,"1,046","1,534",1992
98,99,Tom Lehman,103,68.18,977,"1,433",1992
99,98,Jim McGovern,101,68.16,959,"1,407",1992
100,100,David Peoples,99,68.07,938,"1,378",1992
101,108,Jeff Sluman,111,68.02,"1,053","1,548",1992
102,101,Lance Ten Broeck,107,67.99,"1,013","1,490",1992
103,102,David Toms,87,67.93,824,"1,213",1992
104,110,John Cook,79,67.84,749,"1,104",1992
105,103,Gene Sauers,78,67.8,735,"1,084",1992
T106,T104,Mike Standly,99,67.77,938,"1,384",1992
T106,T104,Jim Woodward,70,67.77,658,971,1992
108,106,Ted Schulz,106,67.75,"1,004","1,482",1992
109,109,Andrew Magee,96,67.66,908,"1,342",1992
110,115,Davis Love III,92,67.42,867,"1,286",1992
111,111,Ed Humenik,100,67.39,934,"1,386",1992
112,113,Roger Maltbie,64,67.04,600,895,1992
113,114,Bill Glasson,53,67.03,492,734,1992
114,118,Dan Forsman,109,66.97,"1,018","1,520",1992
115,116,Kenny Perry,83,66.96,772,"1,153",1992
116,112,Greg Norman,58,66.95,543,811,1992
117,117,Stan Utley,73,66.9,677,"1,012",1992
118,119,Brad Fabel,94,66.79,875,"1,310",1992
119,120,Doug Martin,85,66.53,787,"1,183",1992
120,121,Greg Lesher,78,66.42,722,"1,087",1992
121,122,Bruce Zabriski,80,66.37,734,"1,106",1992
T122,T123,Chris Tucker,83,66.32,766,"1,155",1992
T122,T123,Tom Purtzer,82,66.32,756,"1,140",1992
124,125,Greg Twiggs,52,66.2,476,719,1992
125,127,Dave Peege,69,65.82,624,948,1992
126,128,Jerry Haas,59,65.61,538,820,1992
127,129,John Riegger,71,65.54,639,975,1992
128,131,Billy Ray Brown,75,65.49,687,"1,049",1992
129,130,Ronnie Black,89,65.46,815,"1,245",1992
130,136,Steve Pate,105,65.39,958,"1,465",1992
131,132,Dick Mast,73,65.25,661,"1,013",1992
132,133,Mitch Adcock,75,65.23,679,"1,041",1992
133,134,Ben Crenshaw,82,65.21,748,"1,147",1992
134,135,Greg Kraft,81,65.09,731,"1,123",1992
135,137,John Ross,86,65.02,777,"1,195",1992
136,138,Fred Couples,84,64.82,759,"1,171",1992
137,139,Hal Sutton,76,64.81,687,"1,060",1992
138,140,Mark Wiebe,83,64.79,747,"1,153",1992
139,141,Brad Bryant,113,64.72,"1,020","1,576",1992
140,142,Scott Hoch,59,64.6,531,822,1992
141,143,Steve Lamontagne,88,64.38,788,"1,224",1992
142,144,Bob Wolcott,102,64.37,914,"1,420",1992
143,145,John Huston,105,64.36,939,"1,459",1992
144,146,Greg Hickman,64,64.34,572,889,1992
145,147,Joey Sindelar,107,64.28,959,"1,492",1992
146,148,E.J. Pfister,58,64.22,517,805,1992
147,149,Larry Silveira,54,63.73,478,750,1992
148,150,Jay Delsing,93,63.58,824,"1,296",1992
149,151,Tom Sieckmann,93,63.5,823,"1,296",1992
150,152,Brandel Chamblee,85,63.31,749,"1,183",1992
151,153,Lon Hinkle,58,63.26,513,811,1992
152,154,Mike Sullivan,80,63.25,704,"1,113",1992
153,155,Dudley Hart,95,63.04,834,"1,323",1992
154,156,Gary Hallberg,87,62.93,764,"1,214",1992
155,157,Frank Conner,87,62.79,756,"1,204",1992
156,158,Marco Dawson,80,62.51,697,"1,115",1992
157,159,Dave Schreyer,53,62.28,459,737,1992
158,160,Jodie Mudd,66,62.26,574,922,1992
159,161,Jim Thorpe,56,62.11,482,776,1992
160,162,Buddy Gardner,89,61.99,768,"1,239",1992
161,163,P.H. Horgan III,75,61.97,647,"1,044",1992
162,164,John Daly,78,61.91,673,"1,087",1992
163,165,Mike Springer,85,61.89,726,"1,173",1992
164,166,Neal Lancaster,115,61.44,983,"1,600",1992
165,167,J.P. Hayes,73,61.4,622,"1,013",1992
166,168,Mark Calcavecchia,96,61.32,815,"1,329",1992
167,169,Greg Whisman,78,61.23,665,"1,086",1992
168,170,Kelly Gibson,93,60.74,786,"1,294",1992
169,171,Fran Quinn,61,60.66,512,844,1992
170,172,Phil Blackmar,80,60.57,676,"1,116",1992
171,173,Robin Freeman,84,60.53,704,"1,163",1992
172,174,Jay Don Blake,78,60.49,660,"1,091",1992
173,175,John Adams,93,60.48,776,"1,283",1992
174,176,Tommy Armour III,82,60.09,682,"1,135",1992
175,177,Kenny Knox,82,59.76,683,"1,143",1992
176,178,Brad Faxon,89,59.55,739,"1,241",1992
177,179,Chris Perry,79,59.17,642,"1,085",1992
178,180,Brad Bell,54,59.01,442,749,1992
179,181,Carl Cooper,76,58.92,621,"1,054",1992
180,182,Bob Tway,65,57.58,524,910,1992
181,183,John Elliott,58,54.29,430,792,1992
182,184,Jon Chaffee,66,54.25,498,918,1992
183,186,Bill Sander,52,52.35,368,703,1992
1,1,Hale Irwin,60,78.31,657,839,1991
2,2,Larry Mize,91,77.75,989,"1,272",1991
3,3,Doug Tewell,68,77.68,738,950,1991
4,4,David Edwards,97,77.67,"1,054","1,357",1991
5,5,Fulton Allem,68,76.88,715,930,1991
6,6,Fred Funk,97,76.42,"1,034","1,353",1991
7,7,Curtis Strange,66,76.14,699,918,1991
8,8,Mike Reid,69,76.04,730,960,1991
9,9,Bruce Lietzke,71,75.96,755,994,1991
10,11,Dillard Pruitt,85,75.59,895,"1,184",1991
11,10,Ian Baker-Finch,75,75.43,792,"1,050",1991
12,12,D.A. Weibring,85,75.36,896,"1,189",1991
13,13,David Canipe,90,74.74,938,"1,255",1991
14,14,Morris Hatalsky,83,74.68,867,"1,161",1991
15,15,Chip Beck,93,74.28,956,"1,287",1991
16,16,Brian Claar,104,74.14,"1,078","1,454",1991
17,17,Corey Pavin,99,73.99,"1,024","1,384",1991
18,18,Tom Byrum,100,73.84,"1,030","1,395",1991
19,20,Scott Simpson,65,73.71,670,909,1991
20,21,Clark Dennis,80,73.45,819,"1,115",1991
T21,T22,Bart Bryant,94,73.4,963,"1,312",1991
T21,T22,Fuzzy Zoeller,56,73.4,574,782,1991
23,24,Tom Kite,89,73.39,910,"1,240",1991
24,25,Wayne Grady,64,73.33,657,896,1991
25,19,Lanny Wadkins,86,73.32,882,"1,203",1991
26,26,Rocco Mediate,84,72.99,854,"1,170",1991
27,27,John Inman,99,72.93,"1,005","1,378",1991
28,28,Loren Roberts,107,72.87,"1,088","1,493",1991
29,29,Bob Lohr,81,72.79,824,"1,132",1991
30,30,Wayne Levi,75,72.78,762,"1,047",1991
31,31,Tommy Moore,59,72.72,597,821,1991
32,32,Ed Fiori,100,72.66,"1,010","1,390",1991
33,33,Bob Tway,76,72.6,771,"1,062",1991
34,34,Blaine McCallister,98,72.54,988,"1,362",1991
35,35,Tom Watson,51,72.51,517,713,1991
36,37,Peter Persons,104,72.33,"1,048","1,449",1991
37,38,John Mahaffey,70,72.19,706,978,1991
38,39,Kirk Triplett,92,71.88,923,"1,284",1991
39,36,John Cook,92,71.85,924,"1,286",1991
40,40,Jeff Maggert,90,71.58,899,"1,256",1991
41,41,Mike Smith,102,71.51,"1,014","1,418",1991
42,44,Nick Price,83,71.47,829,"1,160",1991
43,42,Scott Gump,92,71.46,914,"1,279",1991
44,43,David Frost,90,71.3,897,"1,258",1991
45,45,Dicky Thompson,86,71.26,853,"1,197",1991
46,47,Jim Booros,96,71.21,950,"1,334",1991
47,48,Hal Sutton,101,71.1,"1,004","1,412",1991
48,49,Ted Schulz,99,71.01,980,"1,380",1991
49,46,Mark Brooks,108,70.99,"1,072","1,510",1991
50,50,Billy Ray Brown,94,70.81,929,"1,312",1991
51,51,Gil Morgan,82,70.71,811,"1,147",1991
52,53,David Peoples,97,70.49,946,"1,342",1991
53,52,Andrew Magee,92,70.4,904,"1,284",1991
54,54,Howard Twitty,103,70.39,"1,003","1,425",1991
55,55,"Jim Gallagher, Jr.",112,70.36,"1,099","1,562",1991
