RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,PCT SAND SAVES,NUM SAND SAVES,NUM BUNKERS,TOTAL O/U PAR,YEAR
74,76,Ken Duke,80,51.24,62,121,40,2014
T75,T77,Stewart Cink,91,51.11,69,135,48,2014
T75,T77,Bronson La'Cassie,51,51.11,46,90,31,2014
T75,T77,Luke Guthrie,85,51.11,69,135,51,2014
78,80,Brian Stuard,91,51.05,73,143,52,2014
79,81,Matt Every,85,51.01,76,149,62,2014
T80,T82,Brice Garnett,92,50.97,79,155,63,2014
T80,T82,Kevin Chappell,100,50.97,79,155,45,2014
82,85,Ryo Ishikawa,75,50.91,56,110,38,2014
83,86,D.H. Lee,54,50.89,57,112,45,2014
84,87,Ben Martin,80,50.79,64,126,29,2014
85,88,Camilo Villegas,95,50.72,70,138,52,2014
86,89,Bud Cauley,56,50.68,37,73,15,2014
87,91,Jeff Maggert,54,50.59,43,85,38,2014
88,92,Troy Matteson,62,50.57,44,87,35,2014
89,93,Andrew Loupe,65,50.44,57,113,38,2014
T90,T94,Keegan Bradley,89,50.4,63,125,40,2014
T90,T94,Michael Thompson,74,50.4,63,125,39,2014
92,96,Trevor Immelman,84,50.35,72,143,44,2014
93,97,Jerry Kelly,80,50.34,75,149,46,2014
T94,105,Jim Furyk,84,50,55,110,39,2014
T94,90,Jimmy Walker,98,50,85,170,56,2014
96,99,Michael Putnam,106,49.7,83,167,44,2014
97,100,Jason Bohn,81,49.64,68,137,64,2014
98,101,Lee Westwood,57,49.53,53,107,48,2014
99,102,Chad Campbell,57,49.25,33,67,21,2014
100,103,Brendan Steele,89,49.24,65,132,49,2014
101,104,Will MacKenzie,82,49.23,64,130,53,2014
T102,T106,Freddie Jacobson,91,49.06,78,159,56,2014
T102,T106,Jason Kokrak,65,49.06,52,106,37,2014
T104,T108,Ricky Barnes,92,48.98,72,147,53,2014
T104,T108,Paul Casey,56,48.98,48,98,34,2014
106,110,Rory Sabbatini,82,48.92,68,139,41,2014
107,111,Brad Fritsch,50,48.91,45,92,39,2014
108,112,James Hahn,82,48.85,64,131,52,2014
109,113,Ian Poulter,57,48.76,59,121,46,2014
110,98,Geoff Ogilvy,84,48.63,71,146,56,2014
111,114,Roberto Castro,76,48.55,67,138,56,2014
112,115,Will Wilcox,51,48.53,33,68,15,2014
113,116,Jamie Lovemark,64,48.51,49,101,32,2014
114,117,David Lingmerth,80,48.46,63,130,59,2014
115,T118,Y.E. Yang,79,48.37,74,153,56,2014
116,120,Ernie Els,85,48.33,87,180,57,2014
117,121,Brandt Snedeker,89,48.3,71,147,46,2014
118,122,George McNeill,79,48.18,66,137,49,2014
119,T118,Russell Henley,92,48.1,76,158,78,2014
120,123,Erik Compton,88,48.03,73,152,63,2014
T121,T124,Robert Allenby,83,47.79,65,136,54,2014
T121,T124,Ryan Moore,86,47.79,65,136,57,2014
123,135,Rory McIlroy,66,47.5,57,120,33,2014
124,126,Harris English,95,47.41,64,135,45,2014
T125,T127,Pat Perez,84,47.37,54,114,47,2014
T125,T127,Ben Curtis,77,47.37,54,114,52,2014
127,129,Shawn Stefani,60,47,47,100,42,2014
128,130,Carl Pettersson,91,46.91,76,162,51,2014
129,131,Chesson Hadley,84,46.71,71,152,62,2014
130,132,Jeff Overton,80,46.56,61,131,42,2014
131,133,J.B. Holmes,86,46.55,81,174,70,2014
132,134,Scott Brown,100,46.36,70,151,60,2014
133,136,William McGirt,96,46.02,81,176,82,2014
134,137,Charley Hoffman,93,45.71,64,140,59,2014
135,138,Robert Garrigus,80,45.6,57,125,43,2014
136,139,Martin Laird,66,45.36,44,97,30,2014
137,T154,Billy Horschel,92,45.08,55,122,50,2014
138,140,Henrik Stenson,56,44.9,44,98,36,2014
139,141,John Rollins,84,44.8,56,125,57,2014
140,142,Bo Van Pelt,83,44.78,60,134,49,2014
141,143,Scott Stallings,77,44.72,55,123,56,2014
142,144,Brendon de Jonge,109,44.66,92,206,90,2014
T143,T145,David Toms,64,44.44,36,81,36,2014
T143,T145,Nicholas Thompson,85,44.44,60,135,51,2014
145,147,Kyle Stanley,87,44.14,64,145,54,2014
146,148,Louis Oosthuizen,50,44.12,30,68,31,2014
147,149,Davis Love III,74,44.04,48,109,49,2014
148,T150,Robert Streb,75,43.97,51,116,51,2014
149,152,Justin Hicks,103,43.88,61,139,68,2014
150,153,Jhonattan Vegas,77,43.69,45,103,41,2014
151,T154,Danny Lee,84,43.59,51,117,47,2014
152,156,Jonathan Byrd,76,43.51,57,131,46,2014
153,157,Boo Weekley,73,43.48,50,115,41,2014
154,158,Hudson Swafford,75,43.27,45,104,45,2014
155,159,Kevin Streelman,79,43.17,60,139,64,2014
156,160,Kevin Stadler,90,42.75,59,138,63,2014
157,161,Daniel Summerhays,98,42.42,70,165,53,2014
158,162,Johnson Wagner,69,42.27,41,97,45,2014
159,163,Matt Jones,83,41.83,64,153,56,2014
160,T150,Bubba Watson,76,41.8,51,122,39,2014
161,169,Gary Woodland,93,41.04,71,173,70,2014
162,164,Jim Herman,62,40.91,36,88,32,2014
163,165,Kevin Kisner,85,40.31,52,129,62,2014
164,166,Tommy Gainey,73,40.15,53,132,62,2014
165,167,Wes Roach,67,39.58,38,96,37,2014
166,168,Jim Renner,61,38.83,40,103,47,2014
T167,T170,Derek Ernst,80,38.53,42,109,58,2014
T167,T170,Charlie Beljan,76,38.53,42,109,54,2014
169,172,Woody Austin,63,38.04,35,92,49,2014
170,173,Lucas Glover,68,37.78,34,90,58,2014
171,174,Nick Watney,80,37.76,37,98,43,2014
172,175,Ángel Cabrera,69,37.17,42,113,49,2014
173,176,J.J. Henry,91,36.78,32,87,48,2014
174,177,Andrew Svoboda,77,36.67,33,90,37,2014
175,178,John Merrick,87,36.44,43,118,62,2014
176,179,John Peterson,62,36.08,35,97,44,2014
177,180,Kevin Tway,64,34.07,31,91,51,2014
1,1,K.J. Choi,85,67.18,88,131,22,2013
2,3,Steven Bowditch,67,64.91,74,114,7,2013
3,2,Matt Kuchar,93,64.9,98,151,31,2013
4,4,Lee Williams,62,63.64,63,99,18,2013
5,5,Casey Wittenberg,72,63.3,69,109,20,2013
6,6,Ben Crane,62,63.11,65,103,27,2013
7,7,Tom Gillis,69,62.61,72,115,31,2013
8,9,Kevin Chappell,80,61.74,71,115,27,2013
9,10,Stuart Appleby,88,61.72,79,128,31,2013
10,11,Cameron Tringale,80,61.47,67,109,23,2013
11,14,Jason Day,86,61.36,81,132,26,2013
12,13,Peter Hanson,45,61.02,36,59,12,2013
13,16,Michael Thompson,66,60.87,70,115,33,2013
14,15,Tiger Woods,61,60.82,59,97,19,2013
15,12,Brandt Snedeker,79,60.48,75,124,35,2013
16,17,Rickie Fowler,75,60.34,70,116,31,2013
17,18,Bob Estes,66,59.8,61,102,29,2013
18,19,Patrick Reed,83,59.71,83,139,37,2013
19,20,Shawn Stefani,63,59.48,69,116,37,2013
20,8,Justin Rose,62,59.26,48,81,23,2013
21,21,Brian Gay,79,59.09,78,132,37,2013
T22,T22,Jin Park,52,58.97,46,78,29,2013
T22,T22,Darron Stiles,51,58.97,46,78,20,2013
24,24,Greg Chalmers,77,58.87,73,124,41,2013
25,25,Brad Fritsch,81,58.7,81,138,30,2013
26,26,Luke List,65,58.33,63,108,27,2013
27,27,Mike Weir,60,58.26,67,115,37,2013
28,28,Cameron Percy,68,58.16,57,98,27,2013
29,29,Ian Poulter,59,57.14,44,77,27,2013
30,30,Jason Bohn,70,56.88,62,109,32,2013
31,31,David Lynn,70,56.86,58,102,25,2013
32,33,Andres Romero,63,56.45,70,124,42,2013
33,34,William McGirt,75,56.41,66,117,33,2013
34,35,David Toms,49,56.36,31,55,23,2013
35,36,Martin Flores,83,56.3,76,135,30,2013
36,32,Keegan Bradley,88,56.25,81,144,32,2013
37,38,Doug LaBelle II,72,56.06,74,132,50,2013
38,43,Luke Donald,60,55.81,48,86,30,2013
39,39,Matt Jones,83,55.73,73,131,31,2013
40,54,Phil Mickelson,78,55.65,69,124,39,2013
T41,40,Robert Karlsson,56,55.56,50,90,30,2013
T41,58,Webb Simpson,92,55.56,65,117,35,2013
43,41,Richard Lee,81,55.47,71,128,47,2013
44,42,Brian Davis,91,55.42,92,166,68,2013
45,37,Jim Furyk,80,55.37,67,121,40,2013
T46,T45,Charlie Wi,75,55,77,140,56,2013
T46,T45,Lee Westwood,70,55,55,100,36,2013
48,47,Bryce Molder,82,54.81,74,135,51,2013
T49,T48,Alistair Presnell,59,54.74,52,95,31,2013
T49,T48,Jimmy Walker,84,54.74,75,137,33,2013
51,T69,Steve Stricker,51,54.72,29,53,12,2013
52,50,James Driscoll,76,54.26,70,129,47,2013
53,51,Jonas Blixt,76,54.23,77,142,42,2013
54,52,Camilo Villegas,79,54.21,58,107,33,2013
55,53,Roberto Castro,97,53.96,75,139,42,2013
56,78,Brendon de Jonge,110,53.9,83,154,46,2013
57,44,Adam Scott,61,53.85,49,91,11,2013
58,55,Jason Kokrak,78,53.62,74,138,45,2013
59,56,Colt Knost,69,53.47,54,101,40,2013
60,57,Stewart Cink,71,53.4,55,103,32,2013
61,59,Brendan Steele,86,53.17,67,126,38,2013
62,T71,Billy Horschel,96,53.07,95,179,51,2013
63,60,Stephen Ames,49,53.01,44,83,32,2013
64,61,Graeme McDowell,53,52.86,37,70,28,2013
T65,T62,Matt Every,89,52.74,77,146,46,2013
T65,T62,Harris English,95,52.74,77,146,49,2013
67,64,Jerry Kelly,75,52.68,59,112,42,2013
68,65,David Lingmerth,68,52.63,60,114,36,2013
69,66,Rod Pampling,46,52.46,32,61,17,2013
T70,T67,Tag Ridings,69,52.38,55,105,30,2013
T70,T67,Charles Howell III,87,52.38,66,126,30,2013
72,T69,John Huh,88,52.27,69,132,51,2013
73,T71,Padraig Harrington,52,52.05,38,73,24,2013
74,73,Tim Clark,64,52.04,51,98,39,2013
75,74,Nicholas Thompson,99,52,78,150,37,2013
76,75,Aaron Baddeley,68,51.94,67,129,46,2013
77,76,Tommy Gainey,84,51.82,71,137,52,2013
T78,77,Jordan Spieth,82,51.64,63,122,31,2013
T78,79,John Rollins,77,51.64,63,122,42,2013
80,80,Chris Stroud,88,51.63,79,153,49,2013
81,106,Jason Dufner,78,51.55,50,97,40,2013
82,81,Henrik Norlander,70,51.49,52,101,41,2013
83,82,Tim Herron,45,51.28,40,78,28,2013
84,84,Charley Hoffman,84,51.06,72,141,46,2013
85,85,Freddie Jacobson,63,50.98,52,102,34,2013
86,86,Ryan Moore,72,50.94,54,106,41,2013
87,87,Bill Haas,85,50.82,62,122,36,2013
88,88,Vaughn Taylor,50,50.67,38,75,24,2013
89,94,Charl Schwartzel,69,50.66,77,152,48,2013
90,89,Mark Wilson,56,50.57,44,87,29,2013
91,90,Troy Matteson,68,50.51,50,99,36,2013
92,91,Dicky Pride,71,50.44,57,113,46,2013
93,92,Greg Owen,73,50.43,59,117,39,2013
94,93,Justin Leonard,86,50.39,65,129,44,2013
95,95,Scott Stallings,79,50.34,73,145,49,2013
T96,T96,Brian Stuard,78,50,57,114,54,2013
T96,T96,Morgan Hoffmann,64,50,50,100,38,2013
T96,83,Sergio Garcia,65,50,52,104,31,2013
T96,T96,Kevin Stadler,83,50,58,116,28,2013
T96,T96,George McNeill,68,50,51,102,39,2013
T96,T96,Erik Compton,74,50,68,136,48,2013
T102,107,Boo Weekley,100,49.65,71,143,33,2013
T102,T101,Sangmoon Bae,83,49.65,70,141,52,2013
T102,T101,Russell Henley,80,49.65,70,141,50,2013
105,103,Chez Reavie,72,49.61,63,127,42,2013
106,104,Robert Allenby,58,49.51,51,103,43,2013
107,105,Ernie Els,63,49.44,44,89,37,2013
108,108,Chris Kirk,89,49.23,64,130,49,2013
109,110,Graham DeLaet,94,48.85,64,131,44,2013
110,111,Eric Meierdierks,48,48.78,40,82,28,2013
111,112,Chad Campbell,78,48.65,54,111,36,2013
112,113,Vijay Singh,61,48.6,52,107,47,2013
113,109,Hunter Mahan,91,48.53,66,136,45,2013
114,114,Martin Laird,68,48.33,58,120,46,2013
115,115,Jeff Maggert,63,48.31,43,89,35,2013
116,117,Kevin Streelman,86,48.25,69,143,58,2013
117,116,Fabián Gómez,65,48.21,54,112,31,2013
118,119,Rory Sabbatini,86,47.93,58,121,32,2013
119,120,Trevor Immelman,73,47.92,46,96,33,2013
120,121,Ryo Ishikawa,72,47.9,57,119,45,2013
121,122,Aaron Watkins,46,47.83,33,69,31,2013
122,123,Sean O'Hair,56,47.67,41,86,34,2013
123,124,Bud Cauley,67,47.57,49,103,34,2013
124,125,Scott Gardiner,61,47.46,56,118,40,2013
125,126,Charlie Beljan,62,47.42,46,97,42,2013
126,127,D.H. Lee,65,47.22,51,108,38,2013
127,128,Josh Teater,86,47.14,66,140,52,2013
128,118,D.A. Points,87,47.1,73,155,58,2013
129,129,Justin Bolli,59,46.88,45,96,47,2013
130,130,Brandt Jobe,62,46.6,48,103,45,2013
131,132,Scott Langley,79,46.53,47,101,39,2013
132,133,James Hahn,78,46.36,51,110,47,2013
133,134,Carl Pettersson,82,46.26,68,147,58,2013
134,146,Henrik Stenson,65,46.24,43,93,28,2013
135,135,Marc Leishman,77,46.15,54,117,38,2013
136,136,Bubba Watson,76,46.08,47,102,39,2013
137,137,Jeff Overton,78,45.99,63,137,44,2013
T138,T138,Martin Kaymer,61,45.98,40,87,35,2013
T138,T138,Steve LeBrun,66,45.98,40,87,38,2013
140,140,Luke Guthrie,82,45.93,62,135,63,2013
141,142,Johnson Wagner,64,45.28,48,106,50,2013
142,143,Brian Harman,89,45.14,65,144,55,2013
143,144,Ryan Palmer,79,44.96,58,129,30,2013
144,147,Daniel Summerhays,83,44.68,63,141,63,2013
T145,148,Ricky Barnes,74,44.44,44,99,39,2013
T145,T157,Zach Johnson,84,44.44,44,99,37,2013
147,149,Geoff Ogilvy,57,44.34,47,106,58,2013
148,150,John Merrick,79,44.26,54,122,50,2013
149,151,Seung-Yul Noh,71,44.23,46,104,40,2013
150,152,Y.E. Yang,56,44.14,49,111,53,2013
151,153,Pat Perez,69,44.09,56,127,58,2013
152,141,Nick Watney,88,44.07,52,118,49,2013
153,154,John Senden,79,43.75,56,128,51,2013
154,155,Ken Duke,87,43.66,62,142,74,2013
155,156,David Mathis,71,43.64,48,110,56,2013
156,T157,Bobby Gates,49,43.62,41,94,49,2013
157,159,J.J. Henry,83,43.36,49,113,44,2013
158,160,Rory McIlroy,56,43.33,39,90,44,2013
159,161,Lucas Glover,65,43.12,47,109,37,2013
160,162,Robert Streb,75,43.09,53,123,42,2013
161,163,"Ted Potter, Jr.",65,43.01,40,93,44,2013
T162,T164,Jim Herman,59,42.86,33,77,25,2013
T162,T164,Ben Kohles,75,42.86,48,112,51,2013
164,168,Dustin Johnson,71,42.72,44,103,48,2013
165,167,Michael Bradley,56,42.5,34,80,30,2013
166,169,Ben Curtis,59,42.05,37,88,58,2013
167,170,Scott Piercy,78,41.73,58,139,62,2013
168,172,David Hearn,88,40.6,54,133,64,2013
169,171,Gary Woodland,94,40.3,54,134,75,2013
170,174,Robert Garrigus,69,39.09,43,110,53,2013
171,175,Scott Brown,65,38.94,44,113,51,2013
172,176,Justin Hicks,79,38.83,40,103,57,2013
173,177,Kyle Stanley,71,38.18,42,110,51,2013
174,178,Ángel Cabrera,73,36.94,41,111,60,2013
175,179,Derek Ernst,58,36.84,42,114,51,2013
176,180,Will Claxton,67,36,36,100,51,2013
177,181,Bo Van Pelt,72,33.93,38,112,71,2013
T178,T182,Nicolas Colsaerts,50,33.33,26,78,44,2013
T178,T182,D.J. Trahan,48,33.33,20,60,31,2013
180,184,Andrew Svoboda,46,29.51,18,61,35,2013
1,1,Jonas Blixt,72,65.44,89,136,21,2012
2,2,Greg Chalmers,88,65.24,107,164,34,2012
3,3,Jim Furyk,85,65.15,86,132,24,2012
4,4,Justin Rose,69,62.81,76,121,25,2012
5,5,Brian Gay,91,62.32,86,138,43,2012
6,7,Bud Cauley,99,60.84,87,143,15,2012
7,8,Martin Flores,95,60.15,80,133,39,2012
8,9,Matt Kuchar,86,60.14,89,148,31,2012
9,6,Chris DiMarco,83,60.13,95,158,47,2012
10,10,Padraig Harrington,67,59.41,60,101,25,2012
11,11,David Toms,60,59.21,45,76,14,2012
12,13,Bill Haas,79,58.62,68,116,22,2012
13,14,Aaron Baddeley,73,58.33,77,132,35,2012
14,15,Brandt Snedeker,81,57.86,81,140,39,2012
15,23,Bill Lunde,83,57.39,66,115,37,2012
16,16,Zach Johnson,95,57.24,87,152,49,2012
17,17,Carl Pettersson,92,56.71,93,164,45,2012
18,12,Rocco Mediate,70,56.7,55,97,22,2012
19,18,Jason Dufner,83,56.69,72,127,35,2012
20,19,Luke Donald,63,56.48,61,108,30,2012
21,20,Sergio Garcia,57,56.36,62,110,17,2012
22,21,Rory McIlroy,60,56.16,41,73,17,2012
23,22,Ian Poulter,57,56.12,55,98,29,2012
24,28,Matt Every,80,56.1,69,123,36,2012
25,24,Keegan Bradley,90,55.3,73,132,21,2012
26,25,Geoff Ogilvy,73,55.28,68,123,34,2012
27,26,Phil Mickelson,79,55.07,76,138,47,2012
28,34,Roberto Castro,92,55,77,140,34,2012
29,29,Ben Crane,73,54.61,77,141,48,2012
30,31,Lee Westwood,60,54.44,49,90,21,2012
31,,Henrik Stenson,51,54.43,43,79,17,2012
32,32,Jason Day,57,54.37,56,103,27,2012
T33,T42,Gavin Coles,72,54.35,50,92,38,2012
T33,33,Tim Clark,60,54.35,50,92,32,2012
35,27,Stuart Appleby,75,54.31,63,116,35,2012
36,30,Billy Hurley III,70,54.24,64,118,43,2012
37,36,Kevin Na,80,54.03,67,124,33,2012
38,37,Dustin Johnson,70,53.85,63,117,34,2012
39,35,Daniel Chopra,55,53.75,43,80,38,2012
40,40,Tom Gillis,75,53.74,79,147,48,2012
41,47,Mark Anderson,75,53.62,74,138,38,2012
42,44,J.J. Killeen,101,53.55,113,211,69,2012
43,39,Michael Thompson,80,53.45,62,116,37,2012
44,41,Mathew Goggin,65,53.4,55,103,29,2012
45,T54,Jerry Kelly,84,53.02,79,149,52,2012
46,45,Jonathan Byrd,69,52.89,64,121,45,2012
47,57,Nick O'Hern,78,52.8,66,125,46,2012
48,46,Ryan Moore,89,52.74,77,146,48,2012
49,53,Edward Loar,59,52.7,39,74,26,2012
50,48,Jimmy Walker,101,52.66,89,169,56,2012
T51,49,Mark Wilson,84,52.63,60,114,36,2012
T51,38,Ryuji Imada,78,52.63,70,133,53,2012
T53,88,Matt Jones,53,52.38,44,84,25,2012
T53,51,Ryo Ishikawa,54,52.38,44,84,35,2012
55,T54,David Hearn,95,52.14,73,140,44,2012
56,60,Tim Herron,88,51.92,81,156,52,2012
57,56,Charl Schwartzel,56,51.81,43,83,28,2012
58,T42,Dicky Pride,62,51.72,45,87,28,2012
59,50,Brian Davis,91,51.68,77,149,55,2012
60,58,Kyle Reifers,86,51.59,65,126,42,2012
61,52,Robert Karlsson,54,51.58,49,95,26,2012
62,59,Billy Mayfair,90,51.43,72,140,40,2012
63,61,Webb Simpson,77,51.24,62,121,33,2012
64,62,John Huh,99,51.03,74,145,41,2012
65,64,Vijay Singh,99,50.9,85,167,45,2012
66,63,Nathan Green,73,50.89,57,112,41,2012
67,65,Y.E. Yang,64,50.83,61,120,44,2012
68,66,Pat Perez,81,50.76,67,132,43,2012
69,T95,Russell Knox,72,50.6,42,83,16,2012
T70,76,Chris Stroud,86,50.43,59,117,41,2012
T70,79,Davis Love III,64,50.43,59,117,40,2012
72,T69,Jason Bohn,81,50.33,76,151,67,2012
T73,T69,Vaughn Taylor,81,50,54,108,34,2012
T73,T69,Graham DeLaet,79,50,56,112,42,2012
T73,T69,Spencer Levin,81,50,82,164,35,2012
T73,74,Brian Harman,101,50,92,184,65,2012
T73,89,Cameron Beckman,81,50,53,106,41,2012
T73,68,Trevor Immelman,76,50,66,132,47,2012
79,83,Tommy Gainey,98,49.46,92,186,74,2012
80,78,J.B. Holmes,90,49.34,75,152,52,2012
81,T81,Greg Owen,90,49.3,70,142,53,2012
82,67,Rod Pampling,88,49.03,76,155,58,2012
83,80,Tiger Woods,69,49,49,100,25,2012
84,T69,Rory Sabbatini,84,48.99,73,149,56,2012
85,T81,Scott Piercy,95,48.92,68,139,44,2012
86,84,Marc Leishman,84,48.87,65,133,52,2012
87,85,John Senden,81,48.82,62,127,28,2012
88,86,K.J. Choi,71,48.72,57,117,35,2012
89,87,Rickie Fowler,84,48.63,71,146,59,2012
90,77,Brendon de Jonge,115,48.47,79,163,46,2012
91,75,Erik Compton,81,48.41,61,126,40,2012
92,90,Bryce Molder,83,48.31,57,118,60,2012
93,91,Seung-Yul Noh,105,48.25,69,143,64,2012
94,93,Bo Van Pelt,84,48.12,64,133,56,2012
95,T95,Ernie Els,80,48,60,125,43,2012
96,100,James Driscoll,83,47.9,80,167,77,2012
97,97,Stephen Gangluff,57,47.87,45,94,35,2012
98,92,George McNeill,85,47.65,81,170,60,2012
99,98,Steve Stricker,73,47.62,50,105,39,2012
100,99,Harrison Frazar,56,47.57,49,103,42,2012
101,101,Marco Dawson,60,47.5,38,80,33,2012
102,T110,Colt Knost,79,47.33,62,131,67,2012
103,T110,Chris Kirk,93,47.26,69,146,51,2012
104,102,Nick Watney,97,47.22,68,144,51,2012
105,T104,Danny Lee,74,47.06,48,102,34,2012
106,108,Ryan Palmer,81,47.02,71,151,55,2012
107,107,Michael Bradley,63,46.99,39,83,42,2012
108,106,Stephen Ames,54,46.91,38,81,43,2012
109,115,Chez Reavie,83,46.88,60,128,47,2012
110,T104,Tom Pernice Jr.,62,46.73,50,107,43,2012
T111,112,Charles Howell III,98,46.54,74,159,62,2012
T111,118,Harris English,98,46.54,74,159,56,2012
113,103,Brendon Todd,78,46.49,53,114,44,2012
114,94,Scott Dunlap,57,46.43,39,84,32,2012
115,113,Kris Blanks,65,46.4,58,125,52,2012
116,114,Ángel Cabrera,54,46.38,32,69,30,2012
117,116,Blake Adams,107,46.35,89,192,57,2012
T118,T166,Billy Horschel,63,46.15,30,65,16,2012
T118,120,Kevin Chappell,91,46.15,84,182,67,2012
120,156,William McGirt,96,46.1,71,154,52,2012
121,119,Andres Romero,68,46.02,52,113,52,2012
T122,121,Hunter Mahan,88,45.91,73,159,59,2012
T122,T135,Kevin Streelman,89,45.91,73,159,55,2012
124,117,Ken Duke,104,45.88,78,170,51,2012
125,T122,Kyle Stanley,86,45.77,65,142,43,2012
126,131,Troy Matteson,100,45.75,70,153,72,2012
T127,T124,Adam Scott,59,45.74,43,94,38,2012
T127,109,Daniel Summerhays,81,45.74,59,129,52,2012
129,130,D.A. Points,88,45.52,61,134,58,2012
T130,T124,Kevin Kisner,69,45.45,45,99,38,2012
T130,140,Bobby Gates,87,45.45,60,132,48,2012
T130,126,Bob Estes,78,45.45,60,132,60,2012
133,148,Derek Lamely,64,45.36,44,97,41,2012
T134,142,Josh Teater,97,45.33,68,150,50,2012
T134,127,Sangmoon Bae,81,45.33,68,150,85,2012
136,T128,John Daly,50,45.31,29,64,23,2012
137,151,Miguel Angel Carballo,73,45.28,48,106,49,2012
138,134,D.J. Trahan,73,45.19,47,104,32,2012
139,T128,Sung Kang,75,45.04,59,131,56,2012
140,133,Jeff Overton,101,44.94,71,158,52,2012
141,132,Sean O'Hair,84,44.93,62,138,57,2012
142,146,Stewart Cink,71,44.92,53,118,55,2012
143,138,Chad Campbell,84,44.76,64,143,43,2012
144,T135,Brandt Jobe,57,44.74,34,76,42,2012
145,139,J.J. Henry,93,44.66,46,103,30,2012
146,143,Charlie Wi,86,44.65,71,159,66,2012
147,152,Justin Leonard,79,44.63,54,121,58,2012
148,T122,Robert Garrigus,89,44.52,65,146,44,2012
149,161,Patrick Sheehan,58,44.44,40,90,43,2012
150,144,Louis Oosthuizen,65,44.23,46,104,46,2012
151,145,Camilo Villegas,79,44.12,45,102,41,2012
152,147,Cameron Tringale,88,44.08,67,152,61,2012
153,149,Ricky Barnes,92,43.8,60,137,57,2012
154,141,John Mallinger,74,43.64,48,110,53,2012
155,T135,Jason Kokrak,79,43.55,54,124,51,2012
156,155,Heath Slocum,93,43.31,55,127,48,2012
157,154,Martin Laird,77,43.24,48,111,47,2012
158,165,Richard Lee,71,43.18,38,88,35,2012
159,153,Arjun Atwal,79,43.08,56,130,54,2012
160,157,Charley Hoffman,88,43.06,62,144,57,2012
161,158,Boo Weekley,74,43.01,40,93,37,2012
162,159,Robert Allenby,76,42.98,49,114,54,2012
163,162,Brendan Steele,77,42.74,50,117,59,2012
164,150,Steve Wheatcroft,56,42.68,35,82,31,2012
165,163,David Mathis,83,42.57,63,148,70,2012
166,160,John Rollins,81,42.45,59,139,57,2012
167,164,Hunter Haas,69,42.4,53,125,55,2012
168,168,Will Claxton,99,42.31,55,130,60,2012
169,169,Kyle Thompson,51,42.11,32,76,35,2012
170,T172,"Ted Potter, Jr.",77,41.8,51,122,66,2012
171,T166,Jeff Maggert,83,41.73,58,139,65,2012
172,170,Troy Kelly,68,41.35,43,104,53,2012
173,171,Kevin Stadler,85,40.87,47,115,46,2012
174,T172,Scott Brown,65,40.45,36,89,39,2012
T175,T172,Garth Mulroy,59,40,32,80,39,2012
T175,T172,John Merrick,83,40,40,100,46,2012
T175,176,Matt Bettencourt,80,40,50,125,61,2012
178,178,Freddie Jacobson,61,39.42,41,104,55,2012
179,179,Johnson Wagner,88,39.39,52,132,63,2012
180,177,Charlie Beljan,61,39.34,24,61,33,2012
181,180,Bubba Watson,68,39.33,35,89,20,2012
182,183,Scott Stallings,78,38.94,44,113,52,2012
183,181,Tommy Biershenk,74,38.53,42,109,63,2012
184,186,Ben Curtis,62,38.36,28,73,40,2012
185,182,Gary Woodland,70,38.24,39,102,53,2012
186,184,Gary Christian,91,37.98,49,129,57,2012
187,185,Chris Couch,61,37.89,36,95,37,2012
188,187,Jhonattan Vegas,77,37.7,46,122,52,2012
189,188,Graeme McDowell,55,33.33,25,75,33,2012
190,189,Roland Thatcher,55,32.43,24,74,38,2012
191,190,Alexandre Rocha,62,29.73,22,74,44,2012
1,1,Brian Gay,90,63.4,97,153,49,2011
2,3,Greg Chalmers,88,61.68,103,167,45,2011
3,2,Paul Stankowski,78,61.17,63,103,19,2011
4,4,Jason Day,76,60.96,89,146,33,2011
5,8,Luke Donald,73,59.09,65,110,28,2011
6,6,Matt Kuchar,94,58.86,93,158,45,2011
7,,Retief Goosen,50,58.75,47,80,19,2011
8,7,Chris Riley,76,58.18,64,110,30,2011
9,5,Justin Rose,79,58.16,82,141,28,2011
10,T13,Woody Austin,59,58.11,43,74,21,2011
11,10,Rod Pampling,72,57.63,68,118,20,2011
12,9,Bryce Molder,82,57.52,88,153,47,2011
13,11,Tom Gillis,55,57.14,52,91,10,2011
14,T13,D.J. Brigman,67,56.38,53,94,33,2011
15,16,Shaun Micheel,77,56.3,67,119,37,2011
16,12,Hunter Haas,96,56.21,86,153,36,2011
17,15,Jerry Kelly,85,55.97,75,134,43,2011
18,17,David Toms,78,55.93,66,118,30,2011
19,18,Adam Scott,60,55.66,59,106,24,2011
20,19,K.J. Choi,77,55.65,69,124,32,2011
21,20,Michael Putnam,67,55.36,62,112,28,2011
22,21,Kevin Na,84,55.35,88,159,43,2011
23,22,Mark Wilson,89,55.19,85,154,45,2011
T24,24,Brandt Jobe,100,55.17,80,145,39,2011
T24,23,Ian Poulter,52,55.17,48,87,22,2011
T26,T27,Zach Johnson,79,54.61,77,141,42,2011
T26,T27,Vijay Singh,79,54.61,77,141,48,2011
28,29,Anthony Kim,72,54.4,68,125,51,2011
29,30,Aaron Baddeley,77,54.38,87,160,56,2011
30,26,Charles Howell III,108,54.19,84,155,36,2011
31,31,Jason Dufner,78,54.07,73,135,42,2011
