RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,PCT SAND SAVES,NUM SAND SAVES,NUM BUNKERS,TOTAL O/U PAR,YEAR
120,120,J.L. Lewis,98,48.45,78,161,46,2002
121,122,Notah Begay III,76,48.25,55,114,34,2002
T122,T123,Carlos Franco,107,48.15,91,189,49,2002
T122,T123,Luke Donald,106,48.15,65,135,45,2002
124,125,Stuart Appleby,97,48.09,88,183,52,2002
125,126,Ben Crane,91,48,84,175,77,2002
126,127,Andrew Magee,91,47.93,81,169,62,2002
127,128,"David Berganio, Jr.",80,47.86,67,140,46,2002
128,129,Paul Stankowski,100,47.8,76,159,57,2002
129,130,Glen Day,107,47.74,74,155,55,2002
130,156,John Rollins,124,47.62,90,189,67,2002
131,131,Craig Barlow,62,47.56,39,82,22,2002
T132,T132,Ian Leggatt,97,47.53,77,162,58,2002
T132,T132,Lee Janzen,101,47.53,77,162,57,2002
134,134,Corey Pavin,78,47.52,67,141,61,2002
135,135,Russ Cochran,68,47.33,62,131,53,2002
136,121,Loren Roberts,93,47.24,60,127,57,2002
137,136,Frank Nobilo,94,47.16,83,176,69,2002
T138,T137,Phil Tataurangi,88,46.97,62,132,48,2002
T138,T137,Jeff Brehaut,87,46.97,62,132,34,2002
140,139,Shaun Micheel,100,46.92,61,130,41,2002
141,140,Mark Brooks,97,46.86,82,175,78,2002
142,141,Brett Wetterich,89,46.82,81,173,63,2002
T143,T142,Steve Stricker,68,46.72,57,122,48,2002
T143,T142,Glen Hnatiuk,95,46.72,64,137,33,2002
145,144,Briny Baird,110,46.63,76,163,59,2002
146,145,Mike Hulbert,55,46.58,34,73,26,2002
T147,T146,Brent Geiberger,95,46.5,73,157,70,2002
T147,T146,Harrison Frazar,88,46.5,73,157,53,2002
T149,T149,Michael Clark II,97,46.34,76,164,55,2002
T149,T149,Jess Daley,76,46.34,57,123,53,2002
151,151,Brandt Jobe,94,46.3,75,162,59,2002
152,152,Duffy Waldorf,90,46.22,55,119,43,2002
153,153,Lee Porter,91,46.2,73,158,70,2002
154,148,Rocco Mediate,79,46.09,53,115,36,2002
155,154,J.J. Henry,112,45.96,74,161,56,2002
156,155,John Senden,96,45.83,66,144,21,2002
157,157,Michael Long,71,45.63,47,103,34,2002
158,158,Jay Don Blake,107,45.55,87,191,92,2002
159,159,Carl Paulson,84,45.22,71,157,70,2002
160,160,Scott Dunlap,74,45,63,140,52,2002
161,161,Paul Claxton,83,44.62,58,130,50,2002
162,162,Bradley Hughes,60,44.55,45,101,53,2002
163,163,Hal Sutton,74,44.35,55,124,47,2002
164,164,Fulton Allem,64,44.34,47,106,49,2002
165,165,Kent Jones,105,44.31,74,167,66,2002
166,166,Robert Damron,85,44.12,75,170,79,2002
167,167,Jonathan Kaye,83,44.09,56,127,42,2002
168,168,Stephen Gangluff,75,44,44,100,47,2002
169,169,John Daly,62,43.97,51,116,47,2002
170,170,Garrett Willis,80,43.51,67,154,77,2002
171,171,Joe Durant,87,43.48,50,115,54,2002
172,172,Jeff Gove,89,43.07,59,137,47,2002
173,173,David Morland IV,58,43.01,40,93,44,2002
174,174,Bob Tway,103,42.77,68,159,50,2002
175,175,Steve Pate,64,42.7,38,89,37,2002
176,176,Jeff Maggert,83,42.47,62,146,77,2002
177,177,Robin Freeman,79,42.31,55,130,45,2002
178,178,Eduardo Herrera,59,42.27,41,97,46,2002
179,179,Bart Bryant,69,41.67,40,96,38,2002
180,180,Jerry Smith,91,41.61,67,161,67,2002
181,181,Brad Elder,76,41.46,51,123,60,2002
182,182,Boo Weekley,57,41.43,29,70,41,2002
183,183,Brian Bateman,94,41.36,67,162,70,2002
184,184,Tommy Tolles,64,41.32,50,121,42,2002
185,185,Tom Lehman,78,41.05,39,95,39,2002
186,186,Peter Jacobsen,67,41.03,48,117,50,2002
187,187,Blaine McCallister,75,40.68,48,118,46,2002
188,188,Mathew Goggin,64,40.63,39,96,44,2002
189,189,Frank Lickliter II,94,40.28,58,144,66,2002
190,190,Deane Pappas,90,40.25,64,159,71,2002
T191,T191,Spike McRoy,69,40,34,85,36,2002
T191,T191,Joe Ogilvie,50,40,30,75,35,2002
193,195,Charles Howell III,118,39.56,72,182,77,2002
194,193,Rich Beem,99,39.55,70,177,69,2002
195,194,Joey Sindelar,104,38.79,64,165,72,2002
196,196,Steve Jones,71,38.53,42,109,55,2002
197,197,Dicky Pride,51,36.23,25,69,25,2002
198,198,Brad Lardon,59,35.85,38,106,50,2002
199,199,Bo Van Pelt,78,35.67,56,157,71,2002
200,200,Matt Peterson,80,33.33,39,117,55,2002
201,201,Jason Hill,59,31.11,28,90,53,2002
202,202,Chris Smith,103,29.68,46,155,75,2002
1,1,Franklin Langham,63,68.93,71,103,25,2001
2,3,Scott Verplank,99,66.19,92,139,18,2001
3,2,Brad Faxon,95,64.9,98,151,36,2001
4,4,Nick Price,74,64.81,70,108,15,2001
5,5,José Coceres,60,63.73,65,102,17,2001
6,6,Kevin Sutherland,101,63.04,87,138,20,2001
7,7,Scott McCarron,98,62.12,82,132,20,2001
8,8,Edward Fryatt,93,61.84,94,152,39,2001
9,9,Ronnie Black,51,61.29,57,93,18,2001
10,24,Ernie Els,70,60.64,57,94,23,2001
11,15,Billy Mayfair,102,60.61,100,165,38,2001
12,10,Paul Gow,79,60.55,66,109,19,2001
13,11,Bob Burns,92,60.45,81,134,37,2001
14,12,Bob May,86,60.28,85,141,29,2001
15,16,Jeff Sluman,106,60.22,112,186,29,2001
16,T13,Brandel Chamblee,77,60.14,83,138,34,2001
17,T13,Chris DiMarco,108,59.6,90,151,44,2001
18,17,Len Mattiace,98,59.47,113,190,54,2001
19,18,Rocco Mediate,69,59.46,66,111,26,2001
20,20,Dennis Paulson,75,59.09,65,110,27,2001
21,21,Shigeki Maruyama,98,58.82,90,153,39,2001
22,19,Mike Weir,86,58.71,91,155,43,2001
23,22,Kirk Triplett,88,58.52,79,135,37,2001
24,25,Vijay Singh,98,58.33,91,156,22,2001
25,23,Craig Kanada,80,58,87,150,45,2001
26,26,Dan Forsman,81,57.52,65,113,25,2001
27,28,Jay Williamson,92,57.04,77,135,34,2001
28,29,Steve Elkington,64,57.01,61,107,25,2001
29,30,Brian Watts,56,57,57,100,28,2001
30,27,Bob Estes,91,56.95,86,151,38,2001
T31,31,Greg Chalmers,92,56.76,84,148,33,2001
T31,T45,Sergio Garcia,64,56.76,63,111,23,2001
33,32,Paul Azinger,79,56.69,72,127,41,2001
34,33,Dudley Hart,80,56.38,53,94,23,2001
35,34,Skip Kendall,111,56.36,133,236,57,2001
36,35,Craig Barlow,74,56.35,71,126,46,2001
37,36,Willie Wood,52,56.25,45,80,25,2001
38,37,Jeff Hart,87,56.2,68,121,33,2001
39,38,Robert Damron,91,56.19,109,194,48,2001
40,40,Scott Hoch,84,56.12,78,139,36,2001
41,64,Steve Stricker,73,55.96,61,109,27,2001
42,42,Mark O'Meara,69,55.86,62,111,27,2001
T43,T43,Lee Porter,93,55.8,77,138,44,2001
T43,T43,Craig Perks,78,55.8,77,138,30,2001
45,60,Davis Love III,75,55.79,53,95,25,2001
T46,T45,John Huston,64,55.77,58,104,30,2001
T46,T45,Doug Barron,62,55.77,58,104,37,2001
48,48,Neal Lancaster,107,55.75,97,174,39,2001
49,49,Grant Waite,78,55.73,73,131,43,2001
50,50,Mark Calcavecchia,81,55.64,74,133,38,2001
T51,T51,Jay Don Blake,100,55.48,81,146,34,2001
T51,T51,Lee Janzen,96,55.48,86,155,41,2001
53,53,Jay Haas,75,55.46,66,119,36,2001
54,41,Jim Furyk,88,55.4,77,139,45,2001
55,39,Tom Lehman,82,55.36,62,112,29,2001
56,54,José María Olazábal,51,55.32,26,47,9,2001
57,55,Loren Roberts,84,55.3,73,132,56,2001
58,56,Phil Mickelson,85,55.28,68,123,19,2001
59,T57,J.L. Lewis,108,55.15,91,165,55,2001
60,59,Billy Andrade,82,55.08,65,118,42,2001
61,61,Michael Clark II,87,54.84,85,155,46,2001
62,62,Esteban Toledo,116,54.8,97,177,56,2001
63,63,Craig Parry,68,54.74,52,95,27,2001
64,65,Tom Byrum,85,54.68,76,139,32,2001
65,66,Tripp Isenhour,92,54.66,88,161,46,2001
66,T57,Stewart Cink,102,54.55,78,143,26,2001
67,67,Mike Sposa,96,54.32,88,162,39,2001
T68,T68,Jesper Parnevik,91,54.29,76,140,23,2001
T68,T68,Joel Edwards,99,54.29,76,140,28,2001
70,70,Glen Day,89,54.27,89,164,56,2001
71,71,Tom Pernice Jr.,106,54.26,102,188,59,2001
72,72,Mark Brooks,88,54.25,83,153,54,2001
73,73,Brian Gay,114,54.21,103,190,60,2001
T74,T74,Gabriel Hjertstedt,76,54.07,73,135,43,2001
T74,T74,Fred Funk,118,54.07,93,172,52,2001
T76,T77,Donnie Hammond,51,53.97,34,63,20,2001
T76,T77,Corey Pavin,72,53.97,68,126,51,2001
78,76,David Duval,78,53.78,64,119,31,2001
79,79,Brian Henninger,81,53.69,80,149,54,2001
80,80,Charles Howell III,89,53.54,68,127,13,2001
81,81,Jimmy Green,94,53.5,84,157,58,2001
82,92,Tiger Woods,76,53.49,46,86,21,2001
83,82,Stephen Ames,88,53.42,78,146,27,2001
84,83,John Riegger,86,53.28,73,137,46,2001
85,84,Cameron Beckman,103,53.25,82,154,37,2001
86,85,Steve Flesch,112,53.22,91,171,45,2001
87,86,Jeff Julian,55,53.06,52,98,40,2001
88,87,Cliff Kresge,84,52.98,80,151,43,2001
89,88,Steve Allan,88,52.94,81,153,46,2001
90,89,Brian Wilson,88,52.63,80,152,33,2001
91,91,Chris Riley,104,52.45,75,143,40,2001
92,90,Bernhard Langer,62,52.44,43,82,21,2001
93,93,Stuart Appleby,105,52.3,91,174,40,2001
94,T94,Kaname Yokoo,81,52.11,74,142,47,2001
95,T94,Kenny Perry,94,52.08,75,144,23,2001
96,96,Danny Ellis,76,52.03,64,123,36,2001
97,97,Paul Stankowski,91,52.02,90,173,52,2001
98,98,Ian Leggatt,84,51.97,66,127,32,2001
99,99,Joe Ogilvie,110,51.91,95,183,64,2001
100,100,"David Berganio, Jr.",76,51.72,60,116,44,2001
101,101,Gary Nicklaus,96,51.69,92,178,72,2001
102,102,Justin Leonard,106,51.55,83,161,48,2001
103,103,Fulton Allem,56,51.52,68,132,51,2001
104,104,Sean Murphy,70,51.49,52,101,43,2001
105,105,Jim Carter,103,51.48,87,169,57,2001
106,106,Bill Glasson,69,51.43,54,105,33,2001
107,107,David Frost,87,51.41,73,142,61,2001
T108,T108,Larry Mize,76,51.3,59,115,42,2001
T108,T108,Brandt Jobe,96,51.3,79,154,47,2001
110,110,Frank Nobilo,91,51.27,81,158,47,2001
111,111,Brad Elder,111,51.12,114,223,56,2001
112,112,Tom Scherrer,69,51.06,48,94,36,2001
113,113,Briny Baird,106,50.9,85,167,48,2001
114,114,Rory Sabbatini,73,50.88,58,114,41,2001
115,115,Greg Kraft,105,50.82,93,183,67,2001
116,116,J.P. Hayes,76,50.74,69,136,47,2001
117,117,K.J. Choi,95,50.68,74,146,42,2001
118,118,Tim Herron,97,50.67,76,150,44,2001
119,119,Andrew Magee,97,50.64,79,156,57,2001
T120,T120,"Dave Stockton, Jr.",61,50,52,104,47,2001
T120,T120,Shaun Micheel,103,50,90,180,71,2001
122,122,Mathew Goggin,96,49.74,97,195,66,2001
123,123,Bob Tway,109,49.69,79,159,38,2001
T124,T124,Woody Austin,99,49.66,74,149,52,2001
T124,T124,David Morland IV,88,49.66,74,149,62,2001
126,126,Brett Quigley,67,49.46,46,93,23,2001
127,127,Jean Van de Velde,52,49.28,34,69,18,2001
128,128,Jerry Kelly,104,49.07,79,161,48,2001
129,T130,Frank Lickliter II,102,49.03,76,155,40,2001
130,129,Steve Pate,89,48.99,73,149,56,2001
131,T130,Chris Tidland,83,48.67,55,113,34,2001
T132,T132,Kevin Johnson,93,48.57,85,175,66,2001
T132,T132,Geoff Ogilvy,60,48.57,51,105,42,2001
134,134,Keith Clearwater,62,48.55,67,138,49,2001
135,135,Steve Jones,75,48.46,63,130,50,2001
136,136,Jeff Maggert,84,48.43,77,159,44,2001
137,137,Marco Dawson,57,48.39,45,93,23,2001
138,139,Mark Hensby,71,48.08,50,104,38,2001
139,140,Pete Jordan,105,47.95,70,146,66,2001
140,138,Hal Sutton,96,47.83,66,138,38,2001
141,141,Jonathan Kaye,116,47.54,87,183,58,2001
142,142,John Cook,91,47.44,74,156,46,2001
143,143,Olin Browne,99,47.06,72,153,55,2001
144,144,Paul Goydos,86,46.91,76,162,54,2001
145,145,John Daly,84,46.9,68,145,34,2001
146,146,Jerry Smith,95,46.88,90,192,70,2001
147,147,Hunter Haas,78,46.75,72,154,62,2001
148,148,Bradley Hughes,96,46.62,69,148,53,2001
149,149,David Peoples,96,46.58,75,161,53,2001
150,150,Jason Gore,82,46.56,61,131,45,2001
151,151,Michael Muehr,94,46.53,67,144,50,2001
152,152,Rich Beem,91,46.2,73,158,61,2001
153,153,Brent Geiberger,84,45.99,63,137,51,2001
154,154,Ben Ferguson,76,45.8,60,131,55,2001
155,155,Ted Tryba,110,45.78,76,166,56,2001
156,156,Scott Dunlap,80,45.7,69,151,65,2001
T157,T157,Joey Sindelar,69,45.45,45,99,42,2001
T157,173,Steve Lowery,100,45.45,70,154,73,2001
T157,T157,Carl Paulson,93,45.45,80,176,68,2001
160,163,Joe Durant,80,45.39,64,141,50,2001
161,159,Dicky Pride,78,45.19,61,135,55,2001
162,160,Ben Bates,53,45.1,46,102,37,2001
163,161,Tommy Armour III,93,45,63,140,41,2001
164,162,Jim McGovern,66,44.9,44,98,40,2001
165,164,Robert Gamez,59,44.79,43,96,32,2001
166,165,Scott Simpson,73,44.64,50,112,49,2001
167,166,Matt Gogel,83,44.54,53,119,60,2001
168,167,Glen Hnatiuk,104,44.44,72,162,56,2001
169,168,Per-Ulrik Johansson,82,44.23,46,104,39,2001
170,169,Russ Cochran,76,44.03,59,134,49,2001
171,170,Brent Schwarzrock,63,44,33,75,38,2001
172,171,Jeff Brehaut,80,43.9,54,123,42,2001
173,172,Carlos Franco,87,43.75,70,160,55,2001
174,178,David Toms,100,43.65,55,126,51,2001
175,174,Robert Allenby,108,43.6,75,172,69,2001
176,175,Mark Wiebe,62,42.72,44,103,46,2001
177,176,Harrison Frazar,88,42,63,150,66,2001
178,177,Doug Dunakey,83,41.84,59,141,53,2001
179,179,Tommy Tolles,89,41.77,66,158,69,2001
180,180,Richie Coughlan,66,41.28,45,109,49,2001
181,181,Robin Freeman,105,41.14,65,158,64,2001
182,182,Duffy Waldorf,77,41.03,48,117,48,2001
183,183,Blaine McCallister,80,40.54,60,148,76,2001
184,184,Kelly Grunewald,66,40.31,52,129,54,2001
185,185,Andrew McLardy,75,40,60,150,61,2001
186,186,Chris Perry,80,39.45,43,109,43,2001
187,187,Kent Jones,74,38.93,51,131,58,2001
188,188,Spike McRoy,95,38.57,54,140,62,2001
189,189,Fred Couples,68,38.3,36,94,30,2001
190,190,J.J. Henry,86,37.74,40,106,47,2001
191,191,Chris Smith,101,36.3,49,135,44,2001
192,192,Garrett Willis,88,35.67,56,157,73,2001
193,193,Jeremy Anderson,69,33.65,35,104,60,2001
194,194,Rocky Walcher,59,33.33,33,99,69,2001
1,1,Fred Couples,71,66.99,69,103,6,2000
2,2,Peter Jacobsen,65,64.04,73,114,29,2000
3,T4,Craig Perks,82,63.5,87,137,40,2000
4,T6,Kevin Sutherland,98,63.36,83,131,17,2000
5,T6,Stuart Appleby,86,63.19,91,144,32,2000
6,8,Tim Herron,96,63.16,108,171,30,2000
7,9,Paul Stankowski,77,63.11,77,122,13,2000
8,10,Chris Riley,98,62.69,84,134,24,2000
9,11,Michael Bradley,73,62.59,87,139,31,2000
10,12,Stewart Cink,98,62.5,80,128,29,2000
11,13,Dan Forsman,88,62.31,81,130,34,2000
12,17,Sergio Garcia,59,62.22,56,90,22,2000
13,T4,Robert Allenby,98,62.16,92,148,26,2000
14,14,Lee Janzen,92,62.03,98,158,40,2000
15,3,Rocco Mediate,79,61.98,75,121,15,2000
16,15,Bob Friend,96,61.78,97,157,46,2000
17,16,Jay Williamson,105,61.65,127,206,56,2000
T18,T18,Jean Van de Velde,70,61.54,64,104,26,2000
T18,T18,Mike Reid,76,61.54,56,91,35,2000
20,T20,Loren Roberts,87,61.44,94,153,44,2000
21,22,Jeff Sluman,113,61.36,108,176,45,2000
22,23,Ernie Els,74,61.32,65,106,14,2000
23,24,Len Mattiace,107,61.06,127,208,43,2000
24,T20,Mike Weir,102,61.04,94,154,28,2000
25,27,Ronnie Black,82,60.14,83,138,42,2000
26,28,Jerry Kelly,111,60,105,175,42,2000
T27,T29,Jim Carter,96,59.89,109,182,50,2000
T27,T29,Brad Faxon,98,59.89,112,187,47,2000
29,25,Scott Verplank,106,59.88,103,172,50,2000
30,31,Glen Day,93,59.87,94,157,49,2000
31,32,Mike Sposa,73,59.65,68,114,32,2000
32,26,Nick Price,63,59.38,57,96,20,2000
33,34,Jim Furyk,98,59.29,83,140,30,2000
34,35,Scott McCarron,100,59.24,109,184,60,2000
35,36,Phil Mickelson,85,59.23,77,130,26,2000
36,37,Fulton Allem,77,59.09,78,132,51,2000
37,38,Kevin Wentworth,83,58.99,82,139,37,2000
38,39,Jason Caron,77,58.87,83,141,32,2000
39,40,Paul Curry,64,58.82,70,119,36,2000
40,42,Tom Pernice Jr.,98,58.7,108,184,52,2000
41,43,Paul Azinger,73,58.65,78,133,42,2000
42,41,Vijay Singh,97,58.39,94,161,28,2000
43,45,Scott Hoch,108,58.02,76,131,38,2000
44,44,Brian Watts,89,58,87,150,56,2000
45,46,Neal Lancaster,99,57.84,107,185,59,2000
46,47,Greg Kraft,106,57.83,96,166,36,2000
47,48,Olin Browne,103,57.79,89,154,46,2000
48,50,Greg Chalmers,96,57.63,102,177,38,2000
49,51,David Duval,73,57.61,53,92,15,2000
50,49,Carlos Franco,85,57.43,85,148,53,2000
51,33,Tiger Woods,82,57.27,63,110,9,2000
52,52,Larry Mize,71,57.26,67,117,37,2000
53,53,Frank Lickliter II,107,57.23,95,166,45,2000
54,54,Craig Parry,73,57.14,68,119,44,2000
55,55,Craig Barlow,98,56.96,90,158,39,2000
56,56,Notah Begay III,82,56.91,70,123,40,2000
57,57,Tom Lehman,71,56.88,62,109,30,2000
58,58,Paul Goydos,99,56.83,104,183,61,2000
59,59,John Daly,71,56.8,71,125,32,2000
60,60,Steve Lowery,107,56.71,93,164,48,2000
61,61,Cameron Beckman,81,56.67,85,150,35,2000
62,62,Robert Damron,93,56.48,109,193,55,2000
63,63,Ryan Howison,83,56.38,84,149,60,2000
T64,T64,Emlyn Aubrey,68,56.25,63,112,39,2000
T64,T64,Ted Tryba,112,56.25,108,192,69,2000
66,94,Mark Calcavecchia,99,56.21,86,153,28,2000
67,67,Brett Quigley,63,56.18,50,89,26,2000
68,68,Craig Spence,89,56.05,88,157,46,2000
69,69,John Huston,81,56,70,125,36,2000
70,T70,David Sutherland,109,55.96,108,193,52,2000
71,72,Rory Sabbatini,85,55.94,80,143,34,2000
72,73,Doug Barron,85,55.81,72,129,33,2000
73,T70,Jeff Maggert,86,55.65,64,115,27,2000
T74,T74,John Maginnes,99,55.56,90,162,58,2000
T74,T74,Jeff Gove,86,55.56,75,135,35,2000
T74,T74,Gabriel Hjertstedt,86,55.56,85,153,53,2000
T74,T74,Keith Nolan,57,55.56,50,90,38,2000
78,79,Bob Tway,91,55.37,67,121,31,2000
79,80,Mark Wiebe,95,55.36,93,168,66,2000
80,81,Mike Springer,83,55.32,78,141,42,2000
81,82,Pete Jordan,102,55.29,94,170,60,2000
82,83,Aaron Bengoechea,75,55.24,79,143,46,2000
83,84,Brian Henninger,93,55.17,80,145,40,2000
84,T64,Kirk Triplett,101,55.15,75,136,42,2000
85,85,Steve Gotsche,91,55,77,140,52,2000
86,78,Steve Flesch,123,54.95,111,202,50,2000
87,86,Shaun Micheel,94,54.94,89,162,37,2000
88,87,Steve Stricker,63,54.7,64,117,40,2000
89,88,Billy Mayfair,93,54.69,70,128,42,2000
90,89,"Dave Stockton, Jr.",89,54.68,76,139,51,2000
91,90,Jimmy Green,85,54.6,89,163,50,2000
92,91,Esteban Toledo,113,54.59,101,185,61,2000
93,T92,Kenny Perry,76,54.47,67,123,27,2000
94,95,Bill Glasson,93,54.35,75,138,39,2000
95,96,David Frost,65,54.31,63,116,45,2000
96,97,Andrew Magee,78,54.26,70,129,40,2000
97,98,Skip Kendall,114,54.19,97,179,52,2000
T98,T99,Brent Geiberger,79,54.17,65,120,43,2000
T98,T99,Eric Booker,87,54.17,78,144,47,2000
100,101,Carl Paulson,105,54.12,105,194,52,2000
101,102,Mike Brisky,89,54,81,150,60,2000
102,103,Edward Fryatt,101,53.94,89,165,51,2000
103,104,K.J. Choi,92,53.9,76,141,40,2000
104,105,John Rollins,72,53.85,70,130,45,2000
105,T92,Bob May,95,53.79,71,132,40,2000
106,106,Bart Bryant,73,53.77,57,106,35,2000
107,120,Chris DiMarco,118,53.65,103,192,43,2000
108,107,Franklin Langham,95,53.55,83,155,43,2000
109,108,John Cook,90,53.54,68,127,42,2000
110,109,Scott Gump,108,53.5,84,157,56,2000
T111,110,Fred Funk,110,53.42,86,161,37,2000
T111,T147,Joe Ozaki,55,53.42,39,73,38,2000
T113,T111,Jay Don Blake,95,53.37,87,163,56,2000
T113,T111,Mark Brooks,91,53.37,87,163,52,2000
115,113,David Peoples,99,53.29,81,152,47,2000
116,114,Bob Estes,68,53.15,59,111,39,2000
117,115,Barry Cheesman,96,52.97,98,185,48,2000
118,116,Mike Hulbert,82,52.76,67,127,54,2000
119,T117,Corey Pavin,74,52.63,80,152,63,2000
120,119,Ben Bates,107,52.6,101,192,58,2000
121,129,David Toms,113,52.41,87,166,48,2000
122,121,Woody Austin,104,52.25,93,178,47,2000
123,122,Davis Love III,98,52.24,70,134,24,2000
T124,T124,Tom Byrum,91,52.17,72,138,45,2000
T124,T124,Gary Nicklaus,84,52.17,84,161,62,2000
126,126,Brad Fabel,88,51.97,79,152,56,2000
127,127,Joe Ogilvie,95,51.81,86,166,54,2000
128,128,Brandt Jobe,91,51.7,76,147,47,2000
129,160,Duffy Waldorf,80,51.55,50,97,41,2000
130,130,Brian Gay,101,51.45,89,173,61,2000
131,131,Sean Murphy,102,51.43,72,140,54,2000
132,123,Justin Leonard,98,51.41,73,142,56,2000
133,133,Jim McGovern,55,51.35,38,74,27,2000
134,134,Harrison Frazar,72,51.22,63,123,38,2000
135,135,Glen Hnatiuk,94,51.13,68,133,54,2000
136,136,Kelly Gibson,84,51.09,70,137,42,2000
137,T117,Shigeki Maruyama,88,51.06,72,141,52,2000
138,137,Frank Nobilo,98,50.92,83,163,51,2000
139,138,Jay Haas,80,50.82,62,122,37,2000
140,139,Trevor Dodds,86,50.79,64,126,57,2000
141,140,Steve Jones,75,50.75,68,134,43,2000
142,141,Jerry Smith,104,50.68,74,146,48,2000
143,142,Rick Fehr,73,50.67,76,150,55,2000
144,132,Dennis Paulson,82,50.62,82,162,55,2000
145,143,Tom Purtzer,58,50.43,58,115,40,2000
146,144,Hal Sutton,93,50.38,67,133,44,2000
T147,T145,Blaine McCallister,104,50.36,69,137,49,2000
T147,T145,Tom Scherrer,104,50.36,70,139,50,2000
149,T147,Perry Moss,53,50,38,76,24,2000
150,149,J.P. Hayes,91,49.7,82,165,64,2000
151,150,Omar Uresti,94,49.69,80,161,62,2000
152,151,Dicky Pride,98,49.68,78,157,68,2000
153,152,Michael Clark II,84,49.59,60,121,25,2000
154,153,Tommy Tolles,60,49.53,53,107,41,2000
155,159,Jesper Parnevik,71,49.5,50,101,25,2000
156,154,Joel Edwards,99,49.39,81,164,42,2000
157,155,Steve Elkington,59,49.32,36,73,33,2000
158,156,Nolan Henke,79,49.22,63,128,65,2000
159,157,Grant Waite,85,49.12,56,114,33,2000
160,158,Bobby Cochran,78,48.97,71,145,64,2000
161,161,Joey Sindelar,88,48.82,62,127,41,2000
T162,T162,Robin Freeman,98,48.48,80,165,63,2000
T162,T162,Robert Gamez,76,48.48,64,132,41,2000
164,164,Chip Beck,51,48.45,47,97,38,2000
165,165,Billy Andrade,89,48.2,67,139,43,2000
166,166,Dudley Hart,74,48.08,50,104,38,2000
167,167,Brandel Chamblee,72,47.83,44,92,31,2000
168,168,Tommy Armour III,91,47.65,71,149,54,2000
169,169,J.L. Lewis,104,47.25,86,182,55,2000
170,170,P.H. Horgan III,65,47.22,51,108,52,2000
171,171,Bob Heintz,87,47.13,74,157,74,2000
172,172,Jonathan Kaye,115,47.09,81,172,55,2000
T173,T173,Bob Burns,91,46.95,77,164,73,2000
T173,T173,Jay Delsing,97,46.95,77,164,60,2000
175,175,Charles Raulerson,98,46.54,74,159,60,2000
176,176,Steve Hart,72,46.53,67,144,80,2000
177,177,Brad Elder,110,46.49,86,185,80,2000
178,178,David Morland IV,88,46.36,70,151,60,2000
179,179,Scott Dunlap,106,46.11,83,180,68,2000
180,180,Mark O'Meara,61,46.07,41,89,46,2000
181,181,Doug Dunakey,83,46.03,58,126,43,2000
182,182,Rich Beem,84,44.52,65,146,53,2000
183,183,Jason Buha,82,43.88,61,139,61,2000
184,184,Steve Pate,97,43.75,63,144,64,2000
185,185,Matt Gogel,86,43.56,71,163,72,2000
T186,T186,Joe Durant,94,42.42,56,132,54,2000
T186,T186,Nick Faldo,51,42.42,28,66,38,2000
188,188,Stephen Ames,99,42.36,61,144,71,2000
189,189,Bradley Hughes,93,41.5,61,147,74,2000
190,190,Russ Cochran,71,40.63,39,96,36,2000
191,191,Mathew Goggin,91,39.86,55,138,56,2000
192,192,Craig Bowden,54,39.45,43,109,67,2000
193,193,Craig Stadler,70,38.74,43,111,54,2000
194,194,Casey Martin,90,35.97,50,139,59,2000
195,195,Chris Perry,109,32.86,46,140,66,2000
1,1,Jeff Sluman,112,67.27,111,165,31,1999
2,2,David Frost,83,64.88,109,168,38,1999
3,3,Corey Pavin,86,63.2,79,125,38,1999
4,4,Greg Chalmers,110,62.22,112,180,43,1999
5,8,Justin Leonard,106,61.88,99,160,38,1999
6,5,Mike Reid,79,61.7,58,94,28,1999
7,6,Billy Andrade,92,61.64,90,146,36,1999
8,14,Scott Hoch,101,61.15,96,157,39,1999
9,7,Brian Watts,85,60.93,92,151,40,1999
10,11,Alan Bratton,74,60.16,74,123,41,1999
11,12,Kevin Sutherland,100,60.14,86,143,36,1999
12,13,Phil Blackmar,89,60.13,95,158,42,1999
13,15,Stewart Cink,97,60,90,150,48,1999
14,9,John Huston,82,59.69,77,129,38,1999
15,18,Dudley Hart,93,59.68,111,186,41,1999
16,16,Kevin Wentworth,73,59.43,63,106,39,1999
17,17,Jim Carter,96,59.41,101,170,58,1999
18,25,Carlos Franco,71,58.72,64,109,24,1999
19,10,Ernie Els,65,58.65,61,104,27,1999
20,19,Brian Henninger,98,58.58,99,169,53,1999
21,20,Mark O'Meara,64,58.56,65,111,45,1999
22,21,Paul Azinger,75,58.46,76,130,28,1999
23,22,Vijay Singh,107,58.33,98,168,37,1999
24,23,Bob Friend,116,58.17,121,208,85,1999
25,24,Tom Byrum,89,58.13,93,160,58,1999
26,26,Mike Brisky,77,58.04,83,143,45,1999
T27,T27,Lanny Wadkins,57,57.5,69,120,49,1999
T27,T27,Billy Mayfair,88,57.5,92,160,44,1999
29,30,Willie Wood,76,57.25,75,131,53,1999
30,38,Jim Furyk,97,56.77,88,155,43,1999
31,32,Tiger Woods,83,56.76,63,111,10,1999
32,31,Lee Rinker,93,56.71,93,164,59,1999
33,29,Tim Herron,100,56.67,85,150,34,1999
34,37,Dennis Paulson,107,56.5,100,177,46,1999
35,39,Stuart Appleby,95,56.49,87,154,49,1999
