PLAYER.NAME	YEAR	PCT.FAIRWAYS.HIT	AVG.DRIVE.DISTANCE	PCT.GREENS.IN.REGULATION	GREENS.HIT.RELATIVE.TO.PAR	EVENTS	MONEY	PCT.ONE.PUTTS	PCT.SAND.SAVES	TOTAL.OU.PAR	ADJ_MONEY_2019
Nick Watney	2020	55.45	302.3	70.2	-0.28	17	534797	37.63	45.31	20	525277.861667746
Niclas Fasth	1998	NA	NA	NA	NA	15	20360	NA	NA	NA	31932.0178109504
Niclas Fasth	2004	61.65	289.1	61.48	-0.23	22	265423	40.28	40.74	46	359255.405473838
Nicolas Colsaerts	2013	53.8	305.7	66.78	-0.2	17	720164	32.15	33.33	44	790339.856517206
Nicolas Colsaerts	2014	NA	NA	NA	NA	12	123367	NA	NA	NA	133227.165777022
Nobuo Serizawa	1991	NA	NA	NA	NA	1	2270	NA	NA	NA	4261.21766505538
Nobuo Serizawa	1996	NA	NA	NA	NA	1	8520	NA	NA	NA	13887.1609180746
Nobuo Serizawa	1997	NA	NA	NA	NA	2	2688	NA	NA	NA	4281.21982763991
Nolan Henke	1991	69.41	260.9	65.67	NA	27	518811	NA	49.08	-6	973905.990319403
Nolan Henke	1992	73.39	258.1	68.35	-0.24	27	326387	34.95	58.11	35	594678.16073346
Nolan Henke	1993	67.44	265.6	65.23	-0.25	26	502375	35.01	52.6	62	889086.089630805
Nolan Henke	1994	70.06	259.3	62.87	-0.26	26	278419	37.2	53.68	51	480215.093883735
Nolan Henke	1995	71.2	256.6	64.33	-0.23	25	237141	40.33	59.62	50	397857.522338948
Nolan Henke	1996	69.31	261.5	63.7	-0.28	24	302726	37.78	58.82	32	493427.778883222
Nolan Henke	1997	70.33	263.8	64.02	-0.27	24	205859	39.63	55.12	42	327874.863280552
Nolan Henke	1998	72.94	265.4	67.17	-0.25	25	444561	38.01	49.65	69	697236.236250192
Nolan Henke	1999	71.89	260.3	63.12	-0.23	28	335804	39.29	48.8	72	515388.162367302
Nolan Henke	2000	66.49	262.9	63.43	-0.17	32	47722	34.39	49.22	65	70850.6575967867
Nolan Henke	2001	NA	NA	NA	NA	8	25420	NA	NA	NA	36702.6253670934
Nolan Henke	2002	NA	NA	NA	NA	3	6240	NA	NA	NA	8868.9494371091
Nolan Henke	2003	NA	NA	NA	NA	6	13970	NA	NA	NA	19414.9079637599
Notah Begay III	1999	66.69	283.8	66.15	-0.26	29	1255314	37.29	51.68	32	1926641.65898544
Notah Begay III	2000	69.97	273.3	65.69	-0.24	24	1819323	35.04	56.91	40	2701065.14670296
Notah Begay III	2001	NA	NA	NA	NA	12	100538	NA	NA	NA	145161.626638742
Notah Begay III	2002	74.3	280.8	66.59	-0.26	26	624026	39.11	48.25	34	886931.897666898
Notah Begay III	2003	73.1	277.9	63.52	-0.25	30	565572	38.77	50.62	65	786007.75425051
Notah Begay III	2004	69.49	285.8	66.17	-0.26	23	583537	39.72	44.21	40	789829.146471808
Notah Begay III	2005	NA	NA	NA	NA	11	34545	NA	NA	NA	45223.0533411564
Notah Begay III	2006	NA	NA	NA	NA	12	116034	NA	NA	NA	147153.66550618
Notah Begay III	2007	NA	NA	NA	NA	7	19245	NA	NA	NA	23729.4764035659
Notah Begay III	2008	NA	NA	NA	NA	9	27872	NA	NA	NA	33096.1485228148
Notah Begay III	2009	NA	NA	NA	NA	15	54645	NA	NA	NA	65118.8351368296
Notah Begay III	2011	NA	NA	NA	NA	4	6690	NA	NA	NA	7603.60297784216
Olen Grant	1991	NA	NA	NA	NA	1	1533	NA	NA	NA	2877.72981521141
Olin Browne	1992	69.65	261.6	66.79	-0.22	30	84152	34.26	51.45	55	153325.213878133
Olin Browne	1993	NA	NA	NA	NA	2	2738	NA	NA	NA	4845.61873781367
Olin Browne	1994	71.81	255.5	66.67	-0.2	31	101580	33.46	50.31	51	175204.45528757
Olin Browne	1996	75.9	261	67.49	-0.26	27	223703	36.41	53.14	51	364624.36136808
Olin Browne	1997	77.22	261.9	63.7	-0.22	33	261810	37.35	48.57	75	416988.899953276
Olin Browne	1998	74.81	263.3	64.57	-0.22	25	590240	37.59	50.36	51	925714.842472266
Olin Browne	1999	78.66	265.4	65.49	-0.2	26	834331	35.9	55.41	54	1280521.73558407
Olin Browne	2000	77.28	266.9	68.52	-0.23	31	494307	36.76	57.79	46	733874.858654181
Olin Browne	2001	75.84	275	68.34	-0.28	30	815636	38.6	47.06	55	1177654.70275038
Olin Browne	2002	77.06	268.1	65.12	-0.27	33	615828	41.93	51.12	73	875280.031082696
Olin Browne	2003	73.66	274.2	66.21	-0.26	34	479592	38.64	46.95	64	666516.430934541
Olin Browne	2004	73.53	281.9	68.94	-0.25	30	597034	37.82	47.79	57	808097.609294097
Olin Browne	2005	73.46	278.9	69.12	-0.25	29	2171928	37.43	49.59	54	2843283.13206401
Olin Browne	2006	73.56	276.6	64.32	-0.26	30	754061	39.42	44.59	78	956295.914691001
Olin Browne	2007	NA	NA	NA	NA	15	304605	NA	NA	NA	375584.160036799
Olin Browne	2008	80.42	272.1	65.63	-0.18	27	167029	33.33	49.04	54	198335.842121743
Olin Browne	2009	NA	NA	NA	NA	9	17712	NA	NA	NA	21106.8681113281
Olin Browne	2018	NA	NA	NA	NA	1	7385	NA	NA	NA	7518.83171405796
Olle Karlsson	1995	NA	NA	NA	NA	1	7935	NA	NA	NA	13312.7524964454
Ollie Schniederjans	2017	51.89	300.7	66.03	-0.28	28	1935669	38.25	54.55	46	2018884.5351813
Ollie Schniederjans	2018	52.22	301.4	62.77	-0.31	27	1303610	41.32	51.48	64	1327234.1517621
Ollie Schniederjans	2019	48.47	306.4	62.89	-0.31	28	411682	40.15	51.45	48	411682
Omar Uresti	1995	73.73	252.6	66.09	-0.2	31	104876	34.14	48.75	62	175953.148181122
Omar Uresti	1996	70.71	257	63.42	-0.24	32	171797	34.4	53.95	45	280020.256366486
Omar Uresti	1997	70.38	256.4	64.63	-0.23	32	203516	37.57	50.93	57	324143.130372755
Omar Uresti	1998	71.64	266.9	63.91	-0.25	35	281347	38.99	54.84	54	441256.258106948
Omar Uresti	1999	72.54	264.9	64.29	-0.25	31	405201	39.54	47.53	73	621897.889183551
Omar Uresti	2000	70.08	267.2	63.95	-0.22	34	213433	38.71	49.69	62	316874.154537844
Omar Uresti	2004	73.13	272.2	62.61	-0.22	28	345797	38.95	56.83	44	468043.242095209
Omar Uresti	2005	74.94	275.8	66.53	-0.24	27	538238	37.9	55.28	39	704610.38599616
Omar Uresti	2006	74.3	280.5	66.38	-0.22	22	583704	37.19	47.89	24	740250.126433798
Omar Uresti	2007	NA	NA	NA	NA	4	64350	NA	NA	NA	79344.8587461402
Omar Uresti	2008	74.85	274.9	65.16	-0.23	24	346285	35.96	53.15	39	411190.434530099
Omar Uresti	2009	NA	NA	NA	NA	9	166649	NA	NA	NA	198590.699180483
Omar Uresti	2010	76.08	272	68.22	-0.19	27	283455	32.28	51.16	34	332334.534287143
Omar Uresti	2011	NA	NA	NA	NA	5	18349	NA	NA	NA	20854.7849088828
Omar Uresti	2012	NA	NA	NA	NA	4	28844	NA	NA	NA	32118.3707016047
Omar Uresti	2016	NA	NA	NA	NA	4	7910	NA	NA	NA	8425.79075416498
Omar Uresti	2017	NA	NA	NA	NA	2	19250	NA	NA	NA	20077.5686867124
Omar Uresti	2018	NA	NA	NA	NA	10	21278	NA	NA	NA	21663.6020598139
Omar Uresti	2019	NA	NA	NA	NA	4	12690	NA	NA	NA	12690
Omar Uresti	2020	NA	NA	NA	NA	3	7455	NA	NA	NA	7322.3044608198
Oscar Fraustro	2015	61.78	289.5	63.17	-0.26	21	262475	40.43	43.53	35	283117.584137777
P.H. Horgan III	1991	NA	NA	NA	NA	7	2912	NA	NA	NA	5466.37261702258
P.H. Horgan III	1992	61.97	262.6	64.74	-0.24	29	123684	38.22	51.54	46	225352.64465851
P.H. Horgan III	1993	67.22	257.6	63.67	-0.22	31	105571	36.78	47.37	64	186835.944400923
P.H. Horgan III	1994	NA	NA	NA	NA	17	53734	NA	NA	NA	92680.0177241806
P.H. Horgan III	1995	NA	NA	NA	NA	2	2463	NA	NA	NA	4132.23810948267
P.H. Horgan III	1997	69.08	267.2	63.8	-0.26	30	226249	40.45	56.55	55	360350.33660108
P.H. Horgan III	1998	74.49	269.1	65.77	-0.24	34	224100	37.57	49.16	65	351471.76775216
P.H. Horgan III	1999	73.01	268.2	65.31	-0.24	31	265956	38.83	51.08	66	408186.245877232
P.H. Horgan III	2000	73.48	264.8	63.68	-0.21	25	80612	38.21	47.22	52	119680.927249322
Padraig Harrington	1996	NA	NA	NA	NA	1	24025	NA	NA	NA	39159.51186112
Padraig Harrington	1997	NA	NA	NA	NA	3	104719	NA	NA	NA	166787.596402762
Padraig Harrington	1998	NA	NA	NA	NA	3	23352	NA	NA	NA	36624.5815285517
Padraig Harrington	1999	NA	NA	NA	NA	4	51491	NA	NA	NA	79027.8015403472
Padraig Harrington	2005	54.61	293.9	62.73	-0.26	15	2615731	38.77	47.06	19	3424268.12966034
Padraig Harrington	2006	66.14	294.7	65.22	-0.29	15	1339675	40	52.86	21	1698968.29237113
Padraig Harrington	2007	57.52	293.2	60.3	-0.28	18	2658283	43.73	46.85	34	3277717.00298781
Padraig Harrington	2008	59.37	296.3	60.67	-0.29	15	4313551	43.56	58.06	23	5122055.27255799
Padraig Harrington	2009	55.12	285.8	61.2	-0.26	20	2628377	42.48	56.1	34	3132159.36573218
Padraig Harrington	2010	56.7	292.1	61.9	-0.29	18	1381453	41.57	53.7	29	1619673.45573222
Padraig Harrington	2011	52.98	294.7	64.12	-0.24	18	802839	40.4	50.59	35	912476.683277701
Padraig Harrington	2012	59.86	293.6	62.17	-0.28	18	1546272	41.89	59.41	25	1721804.78787657
Padraig Harrington	2013	58.39	288.3	60.88	-0.23	17	711244	38.55	52.05	24	780550.653613237
Padraig Harrington	2014	NA	NA	NA	NA	16	169175	NA	NA	NA	182696.391825429
Padraig Harrington	2015	51.72	290.5	61.02	-0.25	21	1330852	39.26	59.79	27	1435518.06109126
Padraig Harrington	2016	60.66	289.6	62.96	-0.26	16	654929	39.71	57.83	23	697635.235503732
Padraig Harrington	2017	NA	NA	NA	NA	11	171407	NA	NA	NA	178775.886539393
Padraig Harrington	2018	NA	NA	NA	NA	16	93260	NA	NA	NA	94950.0671161876
Padraig Harrington	2019	NA	NA	NA	NA	11	169390	NA	NA	NA	169390
Parker McLachlin	2007	57.01	288.5	60.55	-0.25	28	627582	38.89	44.2	55	773821.369722147
Parker McLachlin	2008	58.84	286.2	62.5	-0.27	27	1311839	37.88	54.05	51	1557721.66984862
Parker McLachlin	2009	54.29	279.5	58.37	-0.26	25	275033	43.9	52.94	50	327748.715970128
Parker McLachlin	2010	NA	NA	NA	NA	20	53291	NA	NA	NA	62480.6042112368
Parker McLachlin	2015	NA	NA	NA	NA	2	7560	NA	NA	NA	8154.56304822018
Parker McLachlin	2018	NA	NA	NA	NA	11	174039	NA	NA	NA	177192.952292882
Parker McLachlin	2019	NA	NA	NA	NA	8	29674	NA	NA	NA	29674
Parker McLachlin	2020	NA	NA	NA	NA	7	6450	NA	NA	NA	6335.19299427065
Pat Bates	1995	56.75	271.9	63.79	-0.22	31	48049	34.22	53.38	52	80613.0365093514
Pat Bates	1996	NA	NA	NA	NA	1	5714	NA	NA	NA	9313.52552651153
Pat Bates	1997	NA	NA	NA	NA	1	3582	NA	NA	NA	5705.10767210051
Pat Bates	2002	74.78	271.5	67.64	-0.27	29	537284	39.62	48.95	46	763644.972655085
Pat Bates	2003	71.66	278	68.12	-0.24	35	496978	37.24	48.03	60	690678.7494641
Pat Bates	2004	69.87	275.5	66.27	-0.22	32	299384	37.17	44.97	65	405222.306704315
Pat Fitzsimons	1996	NA	NA	NA	NA	3	2240	NA	NA	NA	3651.08456062055
Pat McGowan	1991	56.92	248.4	61.46	NA	23	21098	NA	56.12	1	39604.9208358319
Pat McGowan	1992	NA	NA	NA	NA	11	4065	NA	NA	NA	7406.44303658392
Pat McGowan	1993	NA	NA	NA	NA	4	6650	NA	NA	NA	11768.9425151428
Pat Perez	2002	68.07	280.5	61.81	-0.3	30	1451726	43.68	59.15	49	2063346.87348344
Pat Perez	2003	64.48	287.5	62.86	-0.26	33	578141	40.26	46.9	48	803475.612389128
Pat Perez	2004	65.04	291.4	66.17	-0.26	32	723724	38.33	51.1	56	979575.089842054
Pat Perez	2005	60.75	291.8	63.8	-0.25	28	1258087	41.14	62.96	25	1646968.7511598
Pat Perez	2006	59.31	298.4	64.67	-0.27	19	719507	38.33	47.19	34	912474.726436691
Pat Perez	2007	61.13	296.6	65.49	-0.26	27	1678295	36.04	51.2	43	2069371.86805522
Pat Perez	2008	63.27	294.2	66.91	-0.26	27	1756038	37.8	55.8	38	2085178.47516169
Pat Perez	2009	62.89	288.5	63.12	-0.29	22	1720360	42.36	45.16	47	2050102.28229474
Pat Perez	2010	65.23	287.1	68.95	-0.27	27	947588	40.8	61.97	21	1110991.92702928
Pat Perez	2011	63.64	291.4	65.42	-0.28	24	1295253	41.37	51.88	38	1472135.95932122
Pat Perez	2012	62.33	291.5	65.05	-0.28	23	1064053	41.07	50.76	43	1184844.28997901
Pat Perez	2013	61.35	290.1	67.87	-0.27	22	974800	37.76	44.09	58	1069788.67609735
Pat Perez	2014	60.05	286.4	64.35	-0.26	25	1315080	40.41	47.37	47	1420188.39049378
Pat Perez	2015	65.7	284.6	67.88	-0.29	26	1588664	39.99	52.86	40	1713605.91937006
Pat Perez	2016	NA	NA	NA	NA	11	47840	NA	NA	NA	50959.5233475667
Pat Perez	2017	62	290.9	66.17	-0.29	26	4361400	40.99	54.55	52	4548899.12053131
Pat Perez	2018	65.09	290.9	67.78	-0.27	23	2962641	37.48	47.2	48	3016330.27869579
Pat Perez	2019	65.28	286.1	65.32	-0.28	21	1103241	40.86	50	40	1103241
Pat Perez	2020	62.75	290.3	70.51	-0.27	18	1010905	37.78	57.83	29	992911.360290414
Patrick Boyd	1997	NA	NA	NA	NA	2	2842	NA	NA	NA	4526.49804693178
Patrick Burke	1992	71.35	262.8	68.47	-0.23	28	101513	32.53	46.21	48	184957.01155541
Patrick Burke	1993	72.51	258	64.33	-0.21	17	100717	37.04	56.18	25	178245.501247765
Patrick Burke	1994	NA	NA	NA	NA	10	5034	NA	NA	NA	8682.60708719852
Patrick Burke	1995	69.29	264.1	69.35	-0.26	24	162892	32.81	43.93	49	273288.075570382
Patrick Burke	1996	73.6	263	66.98	-0.23	24	265083	34.95	52.27	41	432071.628831686
Patrick Burke	1997	71.95	264.4	64.53	-0.24	23	89117	36.92	52.88	35	141938.045900218
Patrick Cantlay	2014	NA	NA	NA	NA	5	76131	NA	NA	NA	82215.8061537563
Patrick Cantlay	2015	NA	NA	NA	NA	1	11468	NA	NA	NA	12369.911248279
Patrick Cantlay	2017	61.47	298.9	69.21	-0.29	13	2049632	37.85	51.14	23	2137746.87077838
Patrick Cantlay	2018	61.58	303.1	70.69	-0.27	23	3963962	36.46	53.91	23	4035797.31874348
Patrick Cantlay	2019	57.34	304.7	67.21	-0.34	21	6121488	42.52	58.04	18	6121488
Patrick Cantlay	2020	59.35	303.1	68.36	-0.32	12	2118336	41.43	55.41	7	2080630.6025909
Patrick Lee	1996	NA	NA	NA	NA	2	20250	NA	NA	NA	33006.4564073956
Patrick Moore	2003	NA	NA	NA	NA	3	19411	NA	NA	NA	26976.5768421291
Patrick Moore	2004	NA	NA	NA	NA	14	15448	NA	NA	NA	20909.1808312009
Patrick Reed	2013	56.13	292	63.79	-0.28	26	1961519	41.97	59.71	37	2152657.79046963
Patrick Reed	2014	55.59	292.3	63.64	-0.28	28	4026076	40.56	58.97	55	4347862.02698363
Patrick Reed	2015	54.78	292.9	64.42	-0.3	27	3590566	42.11	52.24	49	3872949.31558144
Patrick Reed	2016	55.96	297.4	64.65	-0.3	28	5679575	40.43	56.71	36	6049925.47693889
Patrick Reed	2017	57.18	295.6	62.17	-0.29	29	3055111	42	51.09	64	3186451.9973003
Patrick Reed	2018	55.11	298.1	63.57	-0.3	26	5006267	41.8	56.68	38	5096991.07496842
Patrick Reed	2019	60.1	296.8	66.22	-0.31	25	3593844	41.79	58.82	21	3593844
Patrick Reed	2020	56.08	296	65.32	-0.34	20	4250060	44.37	60.61	30	4174410.90499689
Patrick Rodgers	2015	56.97	307.7	66.77	-0.3	NA	NA	39.62	39.56	40	NA
Patrick Rodgers	2016	57.74	300.5	69.22	-0.26	28	1290336	36.01	42.15	46	1374475.49160129
Patrick Rodgers	2017	52.9	306.3	65.84	-0.22	27	1346322	36.64	39.82	38	1404201.1651653
Patrick Rodgers	2018	61.14	303.5	65.65	-0.28	30	1287040	39.78	51.72	40	1310363.86855263
Patrick Rodgers	2019	57.24	299.8	64.71	-0.29	18	1046838	39.22	46.07	30	1046838
Patrick Rodgers	2020	52.95	308.5	66.97	-0.3	27	1015849	39.13	49.15	34	997767.359385558
Patrick Sheehan	2003	63.25	293.2	64.91	-0.29	32	618019	40.07	44.67	50	858896.349667497
Patrick Sheehan	2004	62.99	290.3	64.91	-0.27	33	1234344	40.94	43.02	81	1670709.60020118
Patrick Sheehan	2005	60.85	289	63.23	-0.27	35	675038	39.6	34.32	90	883696.033617239
Patrick Sheehan	2006	64.99	287.5	63.89	-0.24	34	386797	38.5	41.22	73	490533.77765822
Patrick Sheehan	2008	66.48	284.1	64.8	-0.24	35	805897	37.63	42.62	91	956949.153490632
Patrick Sheehan	2009	70.62	281	68.48	-0.23	15	283119	30.83	47.06	23	337384.563731431
Patrick Sheehan	2012	60.11	279.3	62.93	-0.21	21	129590	35.12	44.44	43	144301.055998508
Patrik Sjöland	1998	NA	NA	NA	NA	3	13736	NA	NA	NA	21543.1334308062
Patrik Sjöland	1999	NA	NA	NA	NA	9	113623	NA	NA	NA	174387.288932413
Patton Kizzire	2016	55.23	291.3	64.48	-0.27	27	1468624	39.76	44.96	48	1564389.19349492
Patton Kizzire	2017	52.54	293	63.52	-0.27	28	1110395	39.55	50	51	1158131.52633154
Patton Kizzire	2018	55.59	298.7	69.04	-0.27	29	3541151	36.7	46.83	43	3605324.09520218
Patton Kizzire	2019	60.71	294.9	63.96	-0.31	25	995341	41.67	50.42	45	995341
Patton Kizzire	2020	54.03	294.8	64.85	-0.3	19	352764	41.92	45.45	39	346484.964562929
Paul Affleck	1999	NA	NA	NA	NA	1	14842	NA	NA	NA	22779.3329020962
Paul Azinger	1991	67.42	270.1	67.96	NA	21	685603	NA	52.55	-18	1287005.99771584
Paul Azinger	1992	70.57	267.5	71.45	-0.29	23	929863	33.79	50.44	26	1694213.36810013
Paul Azinger	1993	70.89	273.3	70.58	-0.26	24	1458456	34.24	56.83	31	2581125.5375737
Paul Azinger	1994	NA	NA	NA	NA	4	13422	NA	NA	NA	23150.1693135436
Paul Azinger	1995	65.67	265	65.92	-0.28	23	182595	33.77	53.66	37	306344.302720661
Paul Azinger	1996	67.18	271.1	67.26	-0.29	22	232041	35.57	57.55	37	378214.871665604
Paul Azinger	1997	68.53	272.7	65.46	-0.24	20	262045	35.39	55.29	20	417363.188145052
Paul Azinger	1998	67.16	277.3	68.06	-0.28	22	568233	35.48	50	42	891199.718898318
Paul Azinger	1999	68.04	273.1	66.13	-0.24	24	562053	38.13	58.46	28	862632.55596428
Paul Azinger	2000	64.88	277.5	65.36	-0.32	20	1597139	40.74	58.65	42	2371198.78511953
Paul Azinger	2001	68.65	279.5	69.2	-0.28	20	1509130	38.68	56.69	41	2178954.87884507
Paul Azinger	2002	61.98	276.2	61.9	-0.27	20	769926	40.83	57.97	32	1094300.44299931
Paul Azinger	2003	60.37	283.4	63.77	-0.24	26	222643	37.98	50	37	309419.710363307
Paul Azinger	2004	57.58	285.1	63.04	-0.3	23	601438	41.93	51.66	59	814058.51247772
Paul Azinger	2005	60.8	284.6	60.94	-0.28	22	246489	41.41	46.85	50	322680.133015148
Paul Azinger	2006	62.65	285.8	62.39	-0.26	30	702090	41.7	52.35	43	890386.585097764
Paul Azinger	2007	NA	NA	NA	NA	13	174069	NA	NA	NA	214630.61720407
Paul Azinger	2008	NA	NA	NA	NA	9	42590	NA	NA	NA	50572.7958376393
Paul Azinger	2009	NA	NA	NA	NA	8	10800	NA	NA	NA	12870.0415312976
Paul Azinger	2010	NA	NA	NA	NA	1	9486	NA	NA	NA	11121.784382875
Paul Broadhurst	1991	NA	NA	NA	NA	1	20800	NA	NA	NA	39045.5186930184
Paul Broadhurst	1995	NA	NA	NA	NA	1	8733	NA	NA	NA	14651.5775112108
Paul Broadhurst	1996	NA	NA	NA	NA	1	14764	NA	NA	NA	24064.5591308044
Paul Broadhurst	1997	NA	NA	NA	NA	3	7139	NA	NA	NA	11370.3974514588
Paul Casey	2005	NA	NA	NA	NA	10	195193	NA	NA	NA	255528.251579689
Paul Casey	2008	62.43	299.2	65.71	-0.22	16	1156414	34.4	38.81	38	1373164.80689805
Paul Casey	2009	NA	NA	NA	NA	12	2582181	NA	NA	NA	3077108.95475256
Paul Casey	2010	61.31	294.2	68.68	-0.3	17	3613194	39.18	47.87	42	4236260.23629535
Paul Casey	2011	NA	NA	NA	NA	15	590386	NA	NA	NA	671010.575138464
Paul Casey	2012	NA	NA	NA	NA	9	56755	NA	NA	NA	63197.8272489799
Paul Casey	2013	NA	NA	NA	NA	7	147612	NA	NA	NA	161995.943840872
Paul Casey	2014	60.49	293	65.77	-0.29	16	877968	39.19	48.98	34	948140.007318978
Paul Casey	2015	64.16	297.8	72.36	-0.27	24	3488311	36.11	38.46	49	3762652.37847883
Paul Casey	2016	64.67	295.2	70.8	-0.25	22	3885560	37.24	50.44	33	4138927.37329372
Paul Casey	2017	64.13	297.5	70.06	-0.27	24	3906974	38.27	39.17	48	4074937.08271167
Paul Casey	2018	63.14	304.3	67.84	-0.27	20	3641771	38.81	54.46	34	3707767.5409799
Paul Casey	2019	67.68	298.4	70.96	-0.3	22	4257040	37.93	43.7	39	4257040
Paul Casey	2020	63.6	307.2	70.63	-0.27	15	1868952	36.41	47.5	27	1835685.52201986
Paul Claxton	1997	73.21	260.5	63.22	-0.21	23	79118	38.22	43.68	51	126012.481519053
Paul Claxton	2002	72.25	272.5	64.12	-0.24	29	156696	37.22	44.62	50	222712.964903405
Paul Claxton	2005	71.14	281.7	64.77	-0.22	29	269701	36.78	42.64	51	353067.092463836
Paul Claxton	2008	70.96	275.4	65.01	-0.22	23	116678	32.28	49.44	45	138547.37433069
Paul Curry	2000	70.72	255.8	58.77	-0.24	25	128701	42.62	58.82	36	191076.452859563
Paul Devenport	1998	NA	NA	NA	NA	2	9334	NA	NA	NA	14639.1676938807
Paul Gow	2001	67.05	277.6	64.89	-0.25	27	608382	39.93	60.55	19	878411.354291228
Paul Gow	2002	64.25	281.7	65.22	-0.24	35	448752	36.52	50.3	48	637813.9099041
Paul Gow	2003	62.4	286.5	64.85	-0.25	21	264927	38.53	52.17	16	368184.203444168
Paul Gow	2005	66.21	278	62.01	-0.23	27	324459	38.51	46.97	42	424751.097525496
Paul Gow	2007	65.51	280.1	63.72	-0.24	26	264149	35.32	54.81	37	325701.089245286
Paul Goydos	1993	74.45	256.1	64.44	-0.22	30	87804	38.48	50.88	75	155392.515578887
Paul Goydos	1994	73.95	258	63.78	-0.24	31	241107	37.61	57.39	50	415859.623951763
Paul Goydos	1995	71.74	265.1	66.46	-0.23	35	146423	33.64	42.55	77	245657.612953626
Paul Goydos	1996	72.21	263.7	65.41	-0.25	29	438111	33.73	44.74	58	714098.351758049
Paul Goydos	1997	73.78	268.5	64.67	-0.26	30	396241	38.28	61.32	44	631099.265522272
Paul Goydos	1998	75.11	266.9	66.56	-0.25	31	368413	38.39	50.31	58	577807.980244875
Paul Goydos	1999	75.21	265.8	64.15	-0.24	29	695052	39.24	47.5	73	1066757.90946421
Paul Goydos	2000	72.9	263.4	63.69	-0.26	30	398393	42.67	56.83	61	591475.75608643
Paul Goydos	2001	72.31	267.1	63.89	-0.24	29	375557	40.28	46.91	54	542247.359362293
Paul Goydos	2002	74.48	271.3	63.8	-0.26	20	407345	40.24	50.43	52	578961.892381283
Paul Goydos	2003	71.65	270.9	64.46	-0.3	25	734284	42.57	52.14	53	1020476.4695248
Paul Goydos	2004	NA	NA	NA	NA	2	19366	NA	NA	NA	26212.2731730345
Paul Goydos	2005	NA	NA	NA	NA	15	486362	NA	NA	NA	636699.223306166
Paul Goydos	2006	72.9	274.3	65.28	-0.23	24	890392	38.12	44.35	50	1129190.12132115
Paul Goydos	2007	68.83	272.4	59.42	-0.24	19	1229355	41.81	51.56	50	1515819.71754252
Paul Goydos	2008	70.85	273.2	62.96	-0.22	25	1640737	39.17	49.66	70	1948266.19685984
Paul Goydos	2009	69.02	275.8	63.42	-0.27	25	1619918	37.97	43.8	74	1930408.51271265
Paul Goydos	2010	70.58	273.6	65.95	-0.25	25	1121250	39.53	39.1	82	1314600.54177721
Paul Goydos	2011	69	274.8	64.47	-0.23	25	1385328	37.79	38.84	76	1574511.82452737
Paul Goydos	2012	NA	NA	NA	NA	6	57220	NA	NA	NA	63715.6140461039
Paul Goydos	2014	NA	NA	NA	NA	19	43441	NA	NA	NA	46913.0424547862
Paul Goydos	2018	NA	NA	NA	NA	1	18067	NA	NA	NA	18394.4119942973
Paul Haley II	2013	NA	NA	NA	NA	18	73006	NA	NA	NA	80120.0165030398
Paul Lawrie	1995	NA	NA	NA	NA	1	8733	NA	NA	NA	14651.5775112108
Paul Lawrie	1999	NA	NA	NA	NA	4	562234	NA	NA	NA	862910.352706989
Paul Lawrie	2000	NA	NA	NA	NA	8	249735	NA	NA	NA	370770.063596109
Paul McGinley	1996	NA	NA	NA	NA	1	31388	NA	NA	NA	51160.8224056955
Paul McGinley	1997	NA	NA	NA	NA	2	9131	NA	NA	NA	14543.0871451563
Paul McIntire	1992	NA	NA	NA	NA	22	6075	NA	NA	NA	11068.6694827177
Paul Sheehan	2007	NA	NA	NA	NA	11	10143	NA	NA	NA	12506.5252876783
Paul Stankowski	1994	67.27	262.2	66.67	-0.23	29	170393	33.98	49.59	48	293892.624038343
Paul Stankowski	1995	67.01	266.6	65.69	-0.22	31	144558	34.68	50.62	62	242528.654742426
Paul Stankowski	1996	64.25	275.7	64.4	-0.25	25	390575	37.4	53.49	49	636617.121546594
Paul Stankowski	1997	66.86	277.5	65.21	-0.28	29	929405	38.5	54.8	56	1480277.94416208
Paul Stankowski	1998	68.31	275.1	68.69	-0.26	26	322036	36.65	54.17	40	505071.674251828
Paul Stankowski	1999	60.52	279.6	61.54	-0.25	28	362889	39.54	50.85	43	556957.912512382
Paul Stankowski	2000	64.61	283.4	67.43	-0.3	22	669709	40.33	63.11	13	994286.137389179
Paul Stankowski	2001	66.31	285.4	66.6	-0.28	27	743603	39.27	52.02	52	1073649.97367611
Paul Stankowski	2002	64.64	287	63.04	-0.29	31	565294	39.57	47.8	57	803455.753702108
Paul Stankowski	2003	62.89	293.8	69.32	-0.31	21	719436	38.14	57.29	14	999841.354746999
Paul Stankowski	2004	NA	NA	NA	NA	14	442872	NA	NA	NA	599436.220421777
Paul Stankowski	2006	61.23	295.4	65.87	-0.24	22	319597	36.67	47.87	29	405311.116007193
Paul Stankowski	2007	60.03	295.7	63.19	-0.25	18	282389	34.72	51.76	23	348191.380209227
Paul Stankowski	2008	NA	NA	NA	NA	13	156077	NA	NA	NA	185331.069639616
Paul Stankowski	2009	NA	NA	NA	NA	9	90445	NA	NA	NA	107780.639472057
Paul Stankowski	2010	65.38	290.3	70.88	-0.28	18	666591	33.06	51.95	15	781539.255066944
Paul Stankowski	2011	59.05	283.9	65.2	-0.25	24	290211	36.89	61.17	19	329842.933303819
Paul Stankowski	2012	NA	NA	NA	NA	8	47793	NA	NA	NA	53218.4610644083
