RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES,YEAR
3,3,Dustin Johnson,85,308.3,"51,792",168,2009
4,4,Tag Ridings,50,307.4,"27,053",88,2009
5,5,Gary Woodland,53,307.3,"28,889",94,2009
6,6,Nick Watney,86,305.3,"52,505",172,2009
7,7,J.B. Holmes,74,304.6,"45,088",148,2009
8,8,Ángel Cabrera,55,304.1,"32,846",108,2009
9,9,Troy Matteson,95,301.7,"54,911",182,2009
10,10,Harrison Frazar,93,301,"53,582",178,2009
11,12,Charley Hoffman,97,300.8,"58,363",194,2009
12,11,Scott Piercy,85,300.6,"48,703",162,2009
13,13,Phil Mickelson,66,300.1,"37,818",126,2009
16,T16,Anthony Kim,76,299,"44,255",148,2009
17,18,Marc Leishman,91,298.6,"51,951",174,2009
21,21,Tiger Woods,64,298.4,"36,997",124,2009
22,22,Bill Haas,91,298.3,"51,902",174,2009
23,23,Matt Jones,56,298,"29,797",100,2009
24,24,Fred Couples,54,297.5,"32,125",108,2009
25,25,Lucas Glover,93,297.4,"55,322",186,2009
28,T28,Hunter Mahan,94,297,"54,648",184,2009
29,T28,John Merrick,91,296.9,"49,288",166,2009
35,35,Steve Marino,98,295.7,"55,584",188,2009
36,36,Jason Day,61,295.3,"31,307",106,2009
37,39,Adam Scott,53,294.9,"30,667",104,2009
38,T37,Nicholas Thompson,96,294.8,"55,421",188,2009
39,40,Stewart Cink,79,294.7,"43,025",146,2009
40,41,John Senden,100,294.2,"58,836",200,2009
43,42,Michael Letzig,96,293.8,"54,051",184,2009
44,T44,J.J. Henry,97,293.7,"54,627",186,2009
45,T44,Ted Purdy,101,293.6,"54,601",186,2009
46,47,Sean O'Hair,80,293.3,"44,579",152,2009
47,T48,Rory Sabbatini,81,293.2,"46,911",160,2009
52,T48,Matt Bettencourt,98,292.9,"57,409",196,2009
55,56,Ricky Barnes,67,292.6,"34,522",118,2009
56,T58,Bo Van Pelt,100,292.5,"53,825",184,2009
57,57,Bill Lunde,83,292.4,"47,361",162,2009
58,T58,Retief Goosen,74,292.3,"42,679",146,2009
61,60,George McNeill,82,292,"46,727",160,2009
62,65,Boo Weekley,79,291.7,"44,920",154,2009
67,T69,Y.E. Yang,83,291.3,"46,029",158,2009
68,71,Ernie Els,70,291.2,"38,437",132,2009
69,T72,Mathew Goggin,76,291.1,"43,081",148,2009
74,77,Steve Lowery,83,290.6,"48,237",166,2009
77,80,Stuart Appleby,79,290.1,"45,255",156,2009
78,T85,Will MacKenzie,69,289.4,"39,931",138,2009
79,T88,D.J. Trahan,96,289.2,"55,519",192,2009
82,90,Brad Adamonis,70,289,"39,303",136,2009
83,T82,Jeff Maggert,79,288.9,"45,654",158,2009
86,T88,Carl Pettersson,86,288.6,"49,643",172,2009
87,92,Pat Perez,74,288.5,"41,542",144,2009
88,91,Johnson Wagner,81,288.4,"46,720",162,2009
89,93,Brian Vranesh,51,288.2,"27,089",94,2009
92,T96,Aaron Baddeley,66,287.8,"37,414",130,2009
93,T96,Brett Quigley,92,287.5,"48,302",168,2009
94,T100,Stephen Ames,77,287.4,"43,107",150,2009
99,103,Woody Austin,84,286.9,"48,194",168,2009
106,T110,Padraig Harrington,66,285.8,"37,156",130,2009
107,T110,Steve Elkington,70,285.3,"39,942",140,2009
108,113,Jason Bohn,88,285.1,"50,171",176,2009
112,117,Charlie Wi,92,284.9,"52,419",184,2009
113,T114,Todd Hamilton,83,284.8,"46,141",162,2009
117,T118,Steve Flesch,77,284.4,"43,800",154,2009
118,125,Mark Wilson,99,284.3,"54,008",190,2009
122,T123,Freddie Jacobson,83,284.1,"46,030",162,2009
127,T131,Brian Davis,103,283.3,"56,092",198,2009
128,135,Matt Kuchar,82,283.2,"46,447",164,2009
136,140,Kevin Na,91,282.7,"49,195",174,2009
137,T141,Bob Estes,78,282.6,"44,091",156,2009
138,T144,Briny Baird,89,282.1,"47,949",170,2009
139,143,Lee Janzen,74,282,"38,354",136,2009
140,T141,Tom Pernice Jr.,82,281.9,"46,235",164,2009
145,T150,Scott Verplank,88,281.1,"47,223",168,2009
146,T144,Patrick Sheehan,51,281,"24,168",86,2009
147,T150,Jeff Klauk,97,280.9,"53,375",190,2009
148,146,David Mathis,82,280.8,"42,689",152,2009
149,153,Cliff Kresge,78,280.5,"40,394",144,2009
152,T160,Jim Furyk,86,279.9,"46,471",166,2009
153,T155,Darron Stiles,52,279.8,"26,857",96,2009
163,T167,Mike Weir,85,279.3,"46,930",168,2009
164,169,John Mallinger,90,279.1,"47,998",172,2009
165,164,Spencer Levin,75,279,"39,611",142,2009
166,170,Rick Price,54,278.6,"26,743",96,2009
167,171,Chris Riley,77,278.5,"39,551",142,2009
168,172,Ryuji Imada,85,278.4,"47,333",170,2009
169,173,Brandt Snedeker,81,277.3,"42,703",154,2009
170,174,Nick O'Hern,90,277,"47,639",172,2009
171,175,Brendon Todd,53,276.2,"28,176",102,2009
172,176,Paul Goydos,79,275.8,"42,475",154,2009
173,177,Luke Donald,79,275.7,"41,901",152,2009
174,178,Glen Day,79,275,"39,054",142,2009
175,179,Bart Bryant,58,274.6,"29,652",108,2009
176,180,Richard Johnson,85,274,"46,028",168,2009
177,181,Jeff Quinney,78,273.4,"42,647",156,2009
178,182,Greg Kraft,51,273.1,"25,669",94,2009
179,183,Tom Lehman,55,272.2,"27,768",102,2009
180,184,Brad Faxon,59,270.8,"31,950",118,2009
181,185,Dean Wilson,81,270.3,"41,629",154,2009
182,186,Mark Brooks,55,269.2,"25,309",94,2009
183,187,Brian Gay,96,268.5,"49,400",184,2009
184,188,Corey Pavin,73,259,"33,666",130,2009
T100,105,Kirk Triplett,60,286.4,"34,371",120,2009
T100,T107,Derek Fathauer,63,286.4,"32,653",114,2009
T102,104,Webb Simpson,94,286.2,"53,814",188,2009
T102,T107,Jason Dufner,90,286.2,"49,229",172,2009
T104,109,Steve Stricker,81,286.1,"45,210",158,2009
T104,106,Mark Calcavecchia,72,286.1,"41,204",144,2009
T109,T118,Ben Crane,93,285,"53,001",186,2009
T109,T114,Scott Sterling,51,285,"24,511",86,2009
T109,112,Casey Wittenberg,71,285,"35,913",126,2009
T114,T120,Jerry Kelly,90,284.7,"46,698",164,2009
T114,T120,Scott McCarron,91,284.7,"51,824",182,2009
T114,T114,Rich Beem,77,284.7,"39,295",138,2009
T119,126,Greg Chalmers,85,284.2,"43,770",154,2009
T119,T123,Billy Mayfair,83,284.2,"47,172",166,2009
T119,122,David Toms,98,284.2,"53,427",188,2009
T123,T129,Nathan Green,104,283.5,"56,696",200,2009
T123,T129,Bob Heintz,59,283.5,"31,182",110,2009
T123,128,Jay Williamson,69,283.5,"34,585",122,2009
T123,127,Justin Leonard,95,283.5,"51,600",182,2009
T129,T136,Vaughn Taylor,88,283.1,"47,560",168,2009
T129,T136,Bryce Molder,69,283.1,"34,537",122,2009
T129,T133,Ken Duke,87,283.1,"49,251",174,2009
T129,T131,Rocco Mediate,79,283.1,"42,469",150,2009
T133,138,Tim Petrovic,97,282.8,"53,730",190,2009
T133,139,Ian Poulter,59,282.8,"31,672",112,2009
T133,T133,Eric Axley,71,282.8,"37,896",134,2009
T14,T14,Davis Love III,89,299.9,"52,188",174,2009
T14,T14,Martin Laird,72,299.9,"41,989",140,2009
T141,147,Kent Jones,73,281.3,"36,568",130,2009
T141,T148,D.A. Points,99,281.3,"52,324",186,2009
T143,T150,Zach Johnson,94,281.2,"51,742",184,2009
T143,T148,Alex Cejka,82,281.2,"43,305",154,2009
T150,T157,Tim Clark,81,280.1,"43,697",156,2009
T150,T157,K.J. Choi,65,280.1,"35,848",128,2009
T154,T157,Chez Reavie,81,279.6,"43,065",154,2009
T154,T155,Aron Price,89,279.6,"45,296",162,2009
T154,T160,Colt Knost,71,279.6,"35,234",126,2009
T157,166,Marc Turnesa,77,279.5,"43,045",154,2009
T157,165,Ben Curtis,63,279.5,"34,661",124,2009
T157,T160,Parker McLachlin,71,279.5,"39,682",142,2009
T157,154,Peter Lonard,86,279.5,"45,844",164,2009
T157,163,Chris DiMarco,97,279.5,"51,991",186,2009
T157,T167,Joe Durant,62,279.5,"30,190",108,2009
T18,T19,Andres Romero,58,298.5,"34,024",114,2009
T18,T19,Sergio Garcia,59,298.5,"34,630",116,2009
T18,T16,Charles Warren,63,298.5,"34,024",114,2009
T26,26,Ryan Palmer,78,297.1,"46,350",156,2009
T26,T28,Daniel Chopra,89,297.1,"52,888",178,2009
T30,27,Leif Olson,51,296.5,"27,869",94,2009
T30,T31,Kevin Streelman,97,296.5,"55,157",186,2009
T30,T31,John Rollins,92,296.5,"52,179",176,2009
T33,33,Jonathan Byrd,89,295.9,"50,307",170,2009
T33,34,Ryan Moore,89,295.9,"50,299",170,2009
T41,43,Vijay Singh,71,293.9,"40,556",138,2009
T41,T44,Jeff Overton,92,293.9,"51,724",176,2009
T48,T50,Kenny Perry,92,293.1,"53,339",182,2009
T48,T50,Robert Allenby,71,293.1,"41,040",140,2009
T50,53,Camilo Villegas,76,293,"42,778",146,2009
T50,T50,Peter Tomasulo,61,293,"32,232",110,2009
T53,54,David Duval,56,292.7,"32,784",112,2009
T53,55,Charles Howell III,99,292.7,"53,268",182,2009
T59,T61,Tim Herron,87,292.1,"50,819",174,2009
T59,T61,Greg Owen,97,292.1,"51,997",178,2009
T63,T66,James Nitties,86,291.5,"47,811",164,2009
T63,T66,Geoff Ogilvy,78,291.5,"41,981",144,2009
T65,T66,Joe Ogilvie,85,291.4,"48,366",166,2009
T65,T63,Kris Blanks,60,291.4,"31,469",108,2009
T70,74,Chad Campbell,90,291,"50,050",172,2009
T70,75,Jimmy Walker,74,291,"39,581",136,2009
T72,T69,Jason Gore,74,290.7,"40,123",138,2009
T72,76,Chris Stroud,88,290.7,"48,833",168,2009
T75,T78,Brendon de Jonge,90,290.3,"49,925",172,2009
T75,T78,Kevin Stadler,65,290.3,"33,099",114,2009
T80,T82,Michael Allen,73,289.1,"39,896",138,2009
T80,T85,Kevin Sutherland,96,289.1,"54,922",190,2009
T84,T85,Brian Bateman,55,288.7,"31,760",110,2009
T84,84,Matt Weibring,65,288.7,"34,062",118,2009
T90,T96,Justin Rose,71,288.1,"40,332",140,2009
T90,94,Rod Pampling,72,288.1,"40,909",142,2009
T95,95,Tommy Armour III,58,287.3,"33,332",116,2009
T95,T96,Jarrod Lyle,65,287.3,"32,756",114,2009
T97,102,Cameron Beckman,87,287,"47,650",166,2009
T97,T100,Heath Slocum,95,287,"52,238",182,2009
1,1,Bubba Watson,97,315.1,"59,870",190,2008
2,2,Robert Garrigus,90,311,"55,988",180,2008
3,3,J.B. Holmes,86,310.3,"52,749",170,2008
4,4,Dustin Johnson,92,309.7,"56,978",184,2008
5,5,Steve Allan,58,303.2,"30,316",100,2008
6,7,Tag Ridings,88,303,"53,320",176,2008
7,6,Nick Watney,96,302.9,"58,150",192,2008
8,8,Adam Scott,51,302.1,"29,607",98,2008
9,9,Davis Love III,78,301.3,"47,005",156,2008
10,10,Charles Warren,79,301.1,"47,573",158,2008
11,11,Anthony Kim,81,300.9,"48,741",162,2008
12,12,Charley Hoffman,94,300.8,"55,346",184,2008
13,15,Ángel Cabrera,55,300.2,"30,620",102,2008
14,13,Harrison Frazar,73,299.9,"38,986",130,2008
15,14,Jason Gore,94,299.7,"56,344",188,2008
18,19,Paul Casey,55,299.2,"31,119",104,2008
19,20,Andres Romero,69,299.1,"40,076",134,2008
20,21,John Merrick,98,299,"53,824",180,2008
21,22,Brandt Jobe,52,298.8,"31,077",104,2008
22,23,Jason Allred,63,298.6,"34,041",114,2008
23,24,Lucas Glover,91,298.4,"54,317",182,2008
24,18,Tommy Gainey,60,298.3,"31,027",104,2008
25,25,Vijay Singh,82,297.8,"46,464",156,2008
26,27,Jeff Overton,103,297.6,"58,915",198,2008
27,26,Jason Day,81,297.4,"48,186",162,2008
28,29,Stewart Cink,87,296.9,"48,103",162,2008
31,31,Martin Laird,98,296.6,"54,572",184,2008
32,32,Padraig Harrington,52,296.3,"29,625",100,2008
33,33,Kenny Perry,97,296,"57,427",194,2008
34,34,Mathew Goggin,91,295.9,"53,852",182,2008
35,T35,Phil Mickelson,80,295.7,"46,128",156,2008
42,T35,Brenden Pappas,66,294.9,"35,392",120,2008
43,44,Sergio Garcia,72,294.6,"41,247",140,2008
47,48,Matt Jones,95,293.9,"53,485",182,2008
48,T45,Charles Howell III,101,293.6,"58,142",198,2008
49,T50,Steve Marino,119,293.5,"67,508",230,2008
50,53,Camilo Villegas,79,293.3,"45,747",156,2008
51,T50,Jon Mills,95,293.2,"51,025",174,2008
52,55,Tim Herron,97,293,"54,490",186,2008
53,49,Todd Demsey,80,292.9,"45,686",156,2008
56,56,Ryan Moore,72,292.7,"42,154",144,2008
57,T60,Geoff Ogilvy,65,292.1,"37,386",128,2008
60,59,Nick Flanagan,89,291.8,"49,605",170,2008
64,T66,Ernie Els,51,291.6,"29,159",100,2008
65,64,John Huston,56,291.5,"30,313",104,2008
68,65,Kevin Stadler,90,291.2,"47,756",164,2008
71,73,Kevin Sutherland,98,291,"57,031",196,2008
72,74,Stuart Appleby,87,290.9,"48,872",168,2008
73,T75,Aaron Baddeley,76,290.3,"42,381",146,2008
74,70,John Riegger,73,290.1,"38,876",134,2008
78,T75,Brad Elder,67,289.8,"35,357",122,2008
79,80,Mark Hensby,71,289.4,"41,094",142,2008
80,81,John Rollins,94,288.9,"54,320",188,2008
81,83,John Senden,93,288.8,"53,140",184,2008
93,93,Jesper Parnevik,88,287.6,"48,316",168,2008
94,T97,Brett Quigley,80,287.5,"44,855",156,2008
99,T100,Steve Lowery,74,287,"42,472",148,2008
100,T100,Y.E. Yang,89,286.9,"49,929",174,2008
101,102,Michael Allen,91,286.8,"52,206",182,2008
102,T97,Joe Durant,92,286.5,"48,126",168,2008
105,T109,Parker McLachlin,88,286.2,"48,081",168,2008
110,106,Jeff Maggert,86,285.9,"49,181",172,2008
111,T107,Kyle Thompson,70,285.7,"36,566",128,2008
112,113,Carlos Franco,73,285.6,"38,271",134,2008
113,T115,David Duval,51,285.5,"29,119",102,2008
116,T115,Briny Baird,113,285.2,"59,896",210,2008
117,114,Marc Turnesa,87,285.1,"47,334",166,2008
118,120,Ken Duke,116,284.9,"66,095",232,2008
121,123,Ben Curtis,80,284.7,"43,267",152,2008
122,124,Mark Wilson,107,284.6,"60,894",214,2008
123,T121,Jay Williamson,96,284.4,"50,056",176,2008
124,T128,J.P. Hayes,67,284.2,"38,078",134,2008
132,T125,Lee Janzen,89,283.9,"47,129",166,2008
133,T130,Stephen Ames,83,283.8,"46,543",164,2008
134,135,Nathan Green,95,283.7,"53,898",190,2008
137,T139,Billy Andrade,71,283.3,"37,968",134,2008
138,T141,Johnson Wagner,83,283.2,"45,305",160,2008
141,T144,Kent Jones,68,282.9,"35,078",124,2008
145,T146,Bob Estes,90,282.6,"49,737",176,2008
152,155,Chez Reavie,102,281.8,"55,242",196,2008
156,158,Justin Leonard,101,281.4,"53,467",190,2008
157,T156,Tim Clark,90,281.1,"50,035",178,2008
160,162,Brandt Snedeker,85,280.8,"47,169",168,2008
161,160,Tom Pernice Jr.,104,280.6,"58,361",208,2008
162,T163,Jim Furyk,95,280.4,"52,721",188,2008
163,165,Jim McGovern,75,280,"38,636",138,2008
164,T163,Heath Slocum,104,279.9,"58,218",208,2008
165,166,Tim Wilkinson,95,279.8,"48,688",174,2008
166,168,Bart Bryant,81,279.5,"45,280",162,2008
167,167,Bob Tway,70,279.2,"35,736",128,2008
168,T169,Chris Riley,51,279.1,"24,000",86,2008
169,171,John Mallinger,95,279,"53,001",190,2008
173,T175,Brian Davis,108,277.7,"59,983",216,2008
174,T175,Chad Collins,72,277.5,"36,632",132,2008
175,174,Chris DiMarco,87,277.4,"48,275",174,2008
176,177,Jerry Kelly,89,277,"46,541",168,2008
177,178,Ron Whittaker,54,276.7,"26,560",96,2008
178,179,Dean Wilson,109,276.2,"58,002",210,2008
179,T181,Dudley Hart,74,275.5,"38,569",140,2008
180,180,Paul Claxton,63,275.4,"31,394",114,2008
181,183,Zach Johnson,85,275.1,"46,216",168,2008
182,184,Matt Kuchar,88,275,"45,108",164,2008
186,188,Jin Park,85,274.4,"42,256",154,2008
187,187,Shane Bertsch,96,274.3,"52,667",192,2008
188,T189,Shigeki Maruyama,50,274,"24,660",90,2008
189,T189,Greg Kraft,63,273.6,"30,095",110,2008
190,192,Paul Goydos,78,273.2,"42,624",156,2008
191,194,Stephen Leaney,53,272.7,"26,721",98,2008
192,193,Craig Kanada,65,272.6,"32,163",118,2008
193,195,Jeff Quinney,87,272.5,"47,422",174,2008
194,196,Olin Browne,77,272.1,"40,816",150,2008
195,197,Gavin Coles,54,271.5,"24,976",92,2008
196,198,Brian Gay,102,270.5,"50,850",188,2008
197,199,Corey Pavin,69,261.4,"33,979",130,2008
T103,T107,Jeff Gove,50,286.4,"26,349",92,2008
T103,105,Ryan Armour,87,286.4,"47,543",166,2008
T106,T111,K.J. Choi,74,286.1,"40,056",140,2008
T106,T111,Marco Dawson,64,286.1,"32,042",112,2008
T108,104,Will MacKenzie,62,286,"35,466",124,2008
T108,T109,Carl Pettersson,110,286,"62,924",220,2008
T114,T115,Woody Austin,109,285.3,"59,906",210,2008
T114,T118,Jonathan Byrd,88,285.3,"48,504",170,2008
T119,T121,Mike Weir,88,284.8,"49,555",174,2008
T119,T118,Kenneth Ferrie,72,284.8,"36,456",128,2008
T125,T125,Frank Lickliter II,107,284.1,"60,808",214,2008
T125,T130,Patrick Sheehan,124,284.1,"65,908",232,2008
T125,T130,Justin Bolli,87,284.1,"45,453",160,2008
T125,T125,Scott Sterling,89,284.1,"47,166",166,2008
T129,T133,Billy Mayfair,103,284,"58,499",206,2008
T129,T128,Tim Petrovic,97,284,"50,544",178,2008
T129,T133,Todd Hamilton,92,284,"52,253",184,2008
T135,T136,Steve Stricker,75,283.6,"40,842",144,2008
T135,T136,Ian Poulter,51,283.6,"27,793",98,2008
T139,143,Mark Calcavecchia,67,283.1,"37,363",132,2008
T139,T139,Scott McCarron,63,283.1,"35,669",126,2008
T142,T136,Alex Cejka,75,282.7,"39,016",138,2008
T142,T141,Brett Rumford,72,282.7,"38,453",136,2008
T142,T144,Freddie Jacobson,78,282.7,"44,102",156,2008
T146,T150,David Toms,70,282.2,"38,383",136,2008
T146,T146,Richard Johnson,60,282.2,"30,476",108,2008
T148,153,Tom Lehman,51,282,"27,635",98,2008
T148,154,Steve Elkington,84,282,"47,370",168,2008
T150,149,Cameron Beckman,87,281.9,"44,533",158,2008
T150,T150,Steve Flesch,95,281.9,"53,568",190,2008
T153,152,Peter Lonard,92,281.6,"49,570",176,2008
T153,T156,Doug LaBelle II,65,281.6,"32,671",116,2008
T153,148,Robert Gamez,79,281.6,"43,372",154,2008
T158,161,Kevin Na,97,280.9,"54,486",194,2008
T158,159,Cliff Kresge,84,280.9,"44,943",160,2008
T16,17,Travis Perkins,53,299.6,"28,164",94,2008
T16,16,Fred Couples,60,299.6,"35,952",120,2008
T170,T172,Ryuji Imada,80,278.6,"44,576",160,2008
T170,T169,Scott Verplank,82,278.6,"45,140",162,2008
T170,T172,Rocco Mediate,87,278.6,"48,475",174,2008
T183,T185,Nick O'Hern,82,274.9,"43,990",160,2008
T183,T185,Glen Day,64,274.9,"31,894",116,2008
T183,T181,Omar Uresti,74,274.9,"38,479",140,2008
T29,28,Richard Johnson,77,296.7,"44,508",150,2008
T29,30,Bill Haas,99,296.7,"56,377",190,2008
T36,T35,Nicholas Thompson,113,295.4,"63,222",214,2008
T36,T35,Jimmy Walker,73,295.4,"38,397",130,2008
T38,T40,Troy Matteson,94,295.2,"55,502",188,2008
T38,39,Mathias Grönberg,87,295.2,"49,010",166,2008
T40,T40,George McNeill,97,295,"57,227",194,2008
T40,T42,James Driscoll,85,295,"46,613",158,2008
T44,T45,Daniel Chopra,84,294.2,"48,837",166,2008
T44,T45,Pat Perez,93,294.2,"54,139",184,2008
T44,T42,Ryan Palmer,69,294.2,"37,069",126,2008
T54,54,Kevin Streelman,114,292.8,"63,254",216,2008
T54,52,Ted Purdy,68,292.8,"36,307",124,2008
T58,58,Bo Van Pelt,101,292,"56,649",194,2008
T58,T62,Rory Sabbatini,77,292,"44,379",152,2008
T61,T60,Boo Weekley,86,291.7,"48,425",166,2008
T61,T66,Robert Allenby,108,291.7,"62,418",214,2008
T61,T62,J.J. Henry,108,291.7,"63,014",216,2008
T66,T68,D.J. Trahan,94,291.3,"54,771",188,2008
T66,T68,Trevor Immelman,70,291.3,"39,620",136,2008
T69,T71,Michael Letzig,88,291.1,"48,897",168,2008
T69,T71,Sean O'Hair,81,291.1,"47,156",162,2008
T75,77,Brad Adamonis,87,289.9,"48,129",166,2008
T75,T78,Hunter Mahan,87,289.9,"49,287",170,2008
T75,T78,Chad Campbell,94,289.9,"54,498",188,2008
T82,91,Rod Pampling,83,288,"46,074",160,2008
T82,84,Vaughn Taylor,103,288,"59,330",206,2008
T84,T88,David Lutterus,59,287.9,"30,519",106,2008
T84,T85,Bob Sowards,61,287.9,"31,671",110,2008
T86,90,Cody Freeman,66,287.8,"35,689",124,2008
T86,T88,Ben Crane,86,287.8,"49,494",172,2008
T88,T85,Rich Beem,90,287.7,"51,779",180,2008
T88,94,Joe Ogilvie,100,287.7,"55,230",192,2008
T88,92,Eric Axley,113,287.7,"62,708",218,2008
T88,82,Tom Scherrer,56,287.7,"28,768",100,2008
T88,87,Tommy Armour III,77,287.7,"42,001",146,2008
T95,95,Chris Stroud,81,287.4,"43,104",150,2008
T95,T97,Charlie Wi,97,287.4,"55,760",194,2008
T97,96,Alejandro Cañizares,52,287.1,"25,269",88,2008
T97,103,Retief Goosen,59,287.1,"33,302",116,2008
1,1,Bubba Watson,80,315.2,"50,435",160,2007
2,2,John Daly,59,312.9,"36,921",118,2007
3,3,J.B. Holmes,71,312.6,"43,132",138,2007
4,4,Robert Garrigus,95,310.5,"58,995",190,2007
5,5,Scott Gutschewski,67,306.1,"38,569",126,2007
6,6,Tag Ridings,52,303.9,"30,386",100,2007
7,7,Brett Wetterich,88,303.3,"52,772",174,2007
8,10,Jason Gore,86,303,"52,120",172,2007
11,11,Bill Haas,93,302.7,"53,882",178,2007
15,12,Matt Hendrix,63,301.7,"36,809",122,2007
16,13,Mathias Grönberg,95,301.5,"57,285",190,2007
17,17,Nick Watney,87,301.4,"52,438",174,2007
18,18,Adam Scott,69,300.9,"40,924",136,2007
19,22,Charley Hoffman,97,299.9,"58,172",194,2007
24,T19,Jeff Overton,60,299.3,"34,719",116,2007
25,T23,Bubba Dickerson,51,298.9,"28,094",94,2007
26,26,Mathew Goggin,97,298.7,"57,939",194,2007
27,29,Camilo Villegas,82,298.3,"48,929",164,2007
28,28,George McNeill,95,298.2,"54,268",182,2007
31,32,Ernie Els,59,297.9,"34,556",116,2007
32,31,Daniel Chopra,106,297.6,"63,084",212,2007
33,T34,John Merrick,92,297.1,"52,285",176,2007
36,41,Hunter Mahan,91,296.7,"53,997",182,2007
40,37,Greg Owen,81,296.5,"46,840",158,2007
45,38,Craig Barlow,52,295.5,"30,737",104,2007
46,45,Lucas Glover,98,295.4,"57,305",194,2007
47,T48,Geoff Ogilvy,84,295.3,"46,067",156,2007
48,51,D.J. Trahan,99,295.1,"58,428",198,2007
49,47,Ryan Palmer,91,294.9,"53,669",182,2007
53,52,Michael Putnam,96,294.5,"54,195",184,2007
54,57,J.J. Henry,86,294.4,"50,050",170,2007
57,55,Ted Purdy,102,294.1,"57,651",196,2007
60,64,Padraig Harrington,64,293.2,"36,355",124,2007
61,60,Michael Allen,74,293,"41,013",140,2007
65,63,Jarrod Lyle,77,292.6,"42,723",146,2007
66,65,Briny Baird,115,292.1,"64,853",222,2007
74,T80,Will MacKenzie,100,291.4,"58,286",200,2007
75,T82,Kevin Sutherland,85,291.3,"49,521",170,2007
78,T68,Michael Sim,52,291.1,"30,279",104,2007
79,77,Rich Beem,89,291,"51,790",178,2007
84,T80,Jeff Gove,103,290.5,"59,834",206,2007
85,T88,John Rollins,102,290.4,"58,658",202,2007
86,87,Mark Calcavecchia,93,290.2,"51,652",178,2007
87,79,Chris Stroud,66,290,"37,118",128,2007
88,92,Rory Sabbatini,81,289.9,"45,800",158,2007
89,T82,Marco Dawson,73,289.8,"41,151",142,2007
90,90,Jason Dufner,100,289.7,"57,933",200,2007
91,91,Joe Ogilvie,102,289.5,"56,744",196,2007
92,T95,Mike Weir,82,289.3,"46,872",162,2007
93,T88,David Branshaw,83,289.2,"48,012",166,2007
98,T101,Daisuke Maruyama,86,288.6,"47,323",164,2007
105,94,Lee Janzen,66,288,"36,858",128,2007
106,107,Eric Axley,107,287.8,"61,588",214,2007
109,110,Kevin Na,84,287.4,"48,276",168,2007
110,T114,Tim Herron,98,287.3,"54,014",188,2007
117,T114,Billy Mayfair,98,286.8,"56,204",196,2007
118,122,Trevor Immelman,74,286.6,"38,974",136,2007
121,T117,Billy Andrade,88,286.2,"50,372",176,2007
126,131,Tommy Armour III,81,285.7,"43,992",154,2007
133,T129,Bob Heintz,85,285.2,"46,198",162,2007
134,T135,Darron Stiles,65,284.8,"34,743",122,2007
137,T135,Tom Lehman,62,284.6,"35,296",124,2007
138,T143,Shaun Micheel,91,284.4,"50,052",176,2007
144,146,K.J. Choi,87,284.1,"48,297",170,2007
145,T143,Craig Lile,77,283.9,"42,579",150,2007
146,147,Steve Stricker,81,283.7,"45,399",160,2007
147,142,Vaughn Taylor,91,283.6,"49,351",174,2007
148,148,Justin Leonard,95,282.7,"53,721",190,2007
153,T154,Chris DiMarco,79,282.4,"43,490",154,2007
154,T151,Stephen Ames,81,282.2,"43,453",154,2007
155,T158,Jeff Quinney,95,281.5,"53,490",190,2007
159,T154,Robert Gamez,88,281.2,"47,246",168,2007
162,T163,Jerry Kelly,101,281,"54,517",194,2007
163,T161,John Mallinger,96,280.9,"53,938",192,2007
167,T167,Chris Riley,59,280.6,"30,866",110,2007
168,T169,Jeff Sluman,60,280.5,"31,412",112,2007
169,T172,Zach Johnson,76,280.4,"42,059",150,2007
170,T167,Paul Gow,70,280.1,"36,979",132,2007
171,175,Jim Furyk,84,279.7,"45,864",164,2007
175,176,Nick O'Hern,72,279.3,"37,985",136,2007
176,T172,Michael Boyd,61,278.7,"31,767",114,2007
177,T179,Luke Donald,69,278.4,"37,308",134,2007
